id,color1,color2,displacement1,displacement2,mile1,mile2,year1,year2,licensed_city1,licensed_city2,title1,title2,fuel_type1,fuel_type2,register_time1,register_time2,owner_price1,owner_price2,is_import1,is_import2,transfer_times1,transfer_times2,displacement_standard1,displacement_standard2,gearbox1,gearbox2,is_same,displacement_diff,displacement_diff_sparse,mile_diff,mile_diff_rate,mile_diff_rate_sparse,mile_diff_sparse,year_diff,year_diff_sparse,licensed_city_diff_sparse,title_diff,title_diff_sparse,register_time_diff,register_time_diff_sparse,owner_price_diff,is_import_diff_sparse,transfer_times_diff,transfer_times_diff_sparse
4809,灰色,白色,1.4,1.4,7.16,9.76,2012.0,,成都,成都,大众-速腾 2012款 1.4TSI 自动豪华型,大众 速腾 2014款 改款 1.4TSI 手动豪华型,,,2012-10-10,2015-01-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-2.5999999999999996,-0.15366430260047279,0.0,0.0,,0.5,2.0,4.0,1.0,-27.0,0.0,,2.0,0.0,2
4810,灰色,黑色,1.4,1.4,7.16,14.17,2012.0,,成都,成都,大众-速腾 2012款 1.4TSI 自动豪华型,大众 速腾 2012款 1.4TSI 自动豪华型,,,2012-10-10,2012-05-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-7.01,-0.32864510079699955,0.0,0.0,,0.5,2.0,0.0,2.0,5.0,0.0,,2.0,0.0,2
4811,灰色,其他色,1.4,1.4,7.16,3.74,2012.0,,成都,成都,大众-速腾 2012款 1.4TSI 自动豪华型,大众 速腾 2014款 改款 1.4TSI 自动豪华型,,,2012-10-10,2015-01-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,3.42,0.3137614678899082,0.0,0.0,,0.5,2.0,3.0,1.0,-27.0,0.0,,2.0,0.0,2
4812,灰色,其他色,1.4,1.6,7.16,5.74,2012.0,,成都,成都,大众-速腾 2012款 1.4TSI 自动豪华型,大众 速腾 2015款 1.6L 手动舒适型,,,2012-10-10,2016-02-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,1.42,0.11007751937984495,0.0,1.0,,0.5,2.0,8.0,0.0,-40.0,0.0,,2.0,0.0,2
4813,白色,白色,1.8,1.8,0.79,3.52,2017.0,,盐城,信阳,现代-名图 2017款 1.8L 自动尊贵型DLX,现代 名图 2016款 1.8L 自动智能型GLS,,,2017-08-20,2016-09-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-2.73,-0.6334106728538282,0.0,0.0,,0.5,0.0,5.0,0.0,11.0,0.0,,2.0,0.0,2
4814,白色,白色,1.8,1.8,0.79,5.77,2017.0,,盐城,阜阳,现代-名图 2017款 1.8L 自动尊贵型DLX,现代 名图 2014款 1.8L 自动智能型GLS,,,2017-08-20,2014-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-4.9799999999999995,-0.7591463414634146,0.0,0.0,,0.5,0.0,5.0,0.0,33.0,0.0,,2.0,0.0,2
4815,白色,黑色,1.6,1.6,13.93,6.88,2005.0,,铁岭,沈阳,别克-凯越 2005款 1.6 手动豪华型,别克 凯越 2008款 1.6LE-AT,,,2006-08-11,2010-03-01,,,0.0,0.0,2.0,1.0,-1,-1,-1,AT,0,0.0,2.0,7.05,0.33877943296492075,0.0,0.0,,0.5,0.0,6.0,0.0,-43.0,0.0,,2.0,1.0,1
4816,白色,黑色,1.6,1.5,13.93,2.26,2005.0,,铁岭,沈阳,别克-凯越 2005款 1.6 手动豪华型,别克 凯越 2015款 1.5L 自动经典型,,,2006-08-11,2016-03-01,,,0.0,0.0,2.0,0.0,-1,-1,-1,AT,0,0.10000000000000009,0.0,11.67,0.7208153180975913,0.0,0.0,,0.5,0.0,6.0,0.0,-115.0,0.0,,2.0,2.0,0
4817,灰色,黑色,1.6,1.6,7.66,6.88,2011.0,,沈阳,沈阳,别克-凯越 2011款 1.6LE-AT,别克 凯越 2008款 1.6LE-AT,,,2010-11-23,2010-03-01,,,0.0,0.0,1.0,1.0,-1,-1,-1,AT,0,0.0,2.0,0.7800000000000002,0.05364511691884459,1.0,1.0,,0.5,2.0,2.0,1.0,8.0,0.0,,2.0,0.0,2
4818,灰色,黑色,1.6,1.5,7.66,2.26,2011.0,,沈阳,沈阳,别克-凯越 2011款 1.6LE-AT,别克 凯越 2015款 1.5L 自动经典型,,,2010-11-23,2016-03-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.10000000000000009,0.0,5.4,0.5443548387096775,0.0,0.0,,0.5,2.0,7.0,0.0,-64.0,0.0,,2.0,1.0,1
4819,其他色,其他色,1.6,1.6,13.97,13.97,2006.0,,青岛,青岛,起亚-赛拉图 2006款 1.6L AT GLS,起亚 赛拉图 2006款 1.6L AT GLS,,,2006-07-26,2006-07-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,1,0.0,2.0,0.0,0.0,2.0,2.0,,0.5,2.0,0.0,2.0,0.0,2.0,,2.0,0.0,2
4820,其他色,其他色,1.6,1.6,13.97,15.53,2006.0,,青岛,青岛,起亚-赛拉图 2006款 1.6L AT GLS,起亚 赛拉图 2007款 1.6L MT GL,,,2006-07-26,2008-09-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-1.5599999999999987,-0.05288135593220335,1.0,1.0,,0.5,2.0,3.0,1.0,-26.0,0.0,,2.0,0.0,2
4821,其他色,其他色,1.6,1.6,13.97,7.8,2006.0,,青岛,青岛,起亚-赛拉图 2006款 1.6L AT GLS,起亚 赛拉图 2010款 1.6L MT GL,,,2006-07-26,2012-01-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,0.0,2.0,6.170000000000001,0.283417547083142,0.0,0.0,,0.5,2.0,4.0,1.0,-66.0,0.0,,2.0,-1.0,1
4822,黑色,白色,1.5,1.5,1.9,3.56,2015.0,,东莞,东莞,日产-阳光 2015款 1.5XE 手动舒适版,日产 阳光 2014款 1.5XE CVT舒适版,,,2016-04-01,2015-09-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-1.6600000000000001,-0.30402930402930406,0.0,1.0,,0.5,2.0,4.0,1.0,7.0,0.0,,2.0,0.0,2
4823,黑色,其他色,1.5,1.5,1.9,11.98,2015.0,,东莞,东莞,日产-阳光 2015款 1.5XE 手动舒适版,日产 阳光 2011款 1.5XE 手动舒适版,,,2016-04-01,2011-03-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,0.0,2.0,-10.08,-0.7262247838616714,0.0,0.0,,0.5,2.0,1.0,1.0,61.0,0.0,,2.0,-1.0,1
4824,其他色,其他色,1.2,1.5,5.02,2.74,2014.0,,南阳,河池,五菱汽车-五菱宏光 2014款 1.2L 标准型,五菱汽车 五菱宏光 2014款 1.5L S标准型,,,2014-09-19,2017-03-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.30000000000000004,0.0,2.2799999999999994,0.2938144329896906,0.0,0.0,,0.5,0.0,2.0,1.0,-30.0,0.0,,2.0,0.0,2
4825,其他色,其他色,1.4,1.5,3.53,2.74,2010.0,,佛山,河池,五菱汽车-五菱宏光 2010款 1.4L 豪华型,五菱汽车 五菱宏光 2014款 1.5L S标准型,,,2013-06-24,2017-03-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.10000000000000009,0.0,0.7899999999999996,0.12599681020733647,0.0,1.0,,0.5,0.0,5.0,0.0,-45.0,0.0,,2.0,0.0,2
4826,其他色,其他色,1.5,1.5,5.7,2.74,2014.0,,佛山,河池,五菱汽车-五菱宏光 2014款 1.5L S舒适型,五菱汽车 五菱宏光 2014款 1.5L S标准型,,,2014-11-25,2017-03-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,2.96,0.3507109004739336,0.0,0.0,,0.5,0.0,2.0,1.0,-28.0,0.0,,2.0,0.0,2
4827,其他色,其他色,1.2,1.5,8.58,2.74,2010.0,,佛山,河池,五菱汽车-五菱宏光 2010款 1.2L 舒适型,五菱汽车 五菱宏光 2014款 1.5L S标准型,,,2012-10-24,2017-03-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,-0.30000000000000004,0.0,5.84,0.5159010600706714,0.0,0.0,,0.5,0.0,5.0,0.0,-53.0,0.0,,2.0,1.0,1
4828,黑色,黑色,2.0,1.6,17.37,6.7,2009.0,,徐州,徐州,大众-朗逸 2009款 2.0L 手动品悠版,大众 朗逸 2013款 改款经典 1.6L 手动舒适版,,,2010-06-23,2013-04-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.3999999999999999,0.0,10.670000000000002,0.44329040299127553,0.0,0.0,,0.5,2.0,10.0,0.0,-34.0,0.0,,2.0,0.0,2
4829,其他色,其他色,1.5,1.5,5.36,12.49,2009.0,,北京,北京,福特-嘉年华 2009款 两厢 1.5L 手动运动型,福特 嘉年华 2011款 两厢 1.5L 自动运动型,,,2009-12-30,2012-10-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-7.13,-0.3994397759103641,0.0,0.0,,0.5,2.0,3.0,1.0,-34.0,0.0,,2.0,0.0,2
4830,其他色,白色,1.5,1.5,5.36,3.21,2009.0,,北京,北京,福特-嘉年华 2009款 两厢 1.5L 手动运动型,福特 嘉年华 2013款 三厢 1.5L 手动时尚型,,,2009-12-30,2014-01-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,2.1500000000000004,0.250875145857643,0.0,0.0,,0.5,2.0,5.0,0.0,-49.0,0.0,,2.0,0.0,2
4831,其他色,其他色,1.5,1.5,5.36,3.09,2009.0,,北京,北京,福特-嘉年华 2009款 两厢 1.5L 手动运动型,福特 嘉年华 2011款 两厢 1.5L 自动时尚型,,,2009-12-30,2013-06-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,2.2700000000000005,0.26863905325443793,0.0,0.0,,0.5,2.0,5.0,0.0,-42.0,0.0,,2.0,0.0,2
4832,灰色,其他色,1.5,1.5,4.33,12.49,2009.0,,北京,北京,福特-嘉年华 2009款 两厢 1.5L 自动时尚型,福特 嘉年华 2011款 两厢 1.5L 自动运动型,,,2010-10-27,2012-10-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-8.16,-0.48513674197384066,0.0,0.0,,0.5,2.0,4.0,1.0,-24.0,0.0,,2.0,0.0,2
4833,灰色,白色,1.5,1.5,4.33,3.21,2009.0,,北京,北京,福特-嘉年华 2009款 两厢 1.5L 自动时尚型,福特 嘉年华 2013款 三厢 1.5L 手动时尚型,,,2010-10-27,2014-01-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,1.12,0.14854111405835546,0.0,1.0,,0.5,2.0,4.0,1.0,-39.0,0.0,,2.0,0.0,2
4834,灰色,其他色,1.5,1.5,4.33,3.09,2009.0,,北京,北京,福特-嘉年华 2009款 两厢 1.5L 自动时尚型,福特 嘉年华 2011款 两厢 1.5L 自动时尚型,,,2010-10-27,2013-06-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,1.2400000000000002,0.1671159029649596,0.0,1.0,,0.5,2.0,2.0,1.0,-32.0,0.0,,2.0,0.0,2
4835,白色,白色,1.4,1.4,2.59,3.12,2014.0,,西安,西安,现代-瑞纳 2014款 1.4L 手动智能型GLS,现代 瑞纳 2014款 1.4L 手动智能型GLS,,,2016-10-27,2015-05-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.5300000000000002,-0.09281961471103332,1.0,1.0,,0.5,2.0,0.0,2.0,17.0,0.0,,2.0,0.0,2
4836,白色,白色,2.0,2.0,6.35,2.19,2015.0,,南阳,洛阳,宝马-3系 2015款 320Li 超悦版豪华设计套装,宝马 宝马3系 2017款 320Li 时尚型,,,2015-05-06,2017-07-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,4.16,0.4871194379391101,0.0,0.0,,0.5,0.0,12.0,0.0,-26.0,0.0,,2.0,1.0,1
4837,其他色,其他色,2.0,1.5,10.55,3.47,2004.0,,福州,福州,福特-蒙迪欧 2004款 2.0L 经典型,福特 蒙迪欧 2013款 1.5L GTDi180时尚型,,,2004-04-26,2016-04-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,0.5,0.0,7.08,0.5049928673323822,0.0,0.0,,0.5,2.0,13.0,0.0,-144.0,0.0,,2.0,-1.0,1
4838,其他色,白色,2.0,2.0,10.55,7.97,2004.0,,福州,福州,福特-蒙迪欧 2004款 2.0L 经典型,福特 蒙迪欧 2013款 2.0L GTDi200时尚型,,,2004-04-26,2015-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,2.580000000000001,0.13930885529157672,0.0,0.0,,0.5,2.0,11.0,0.0,-139.0,0.0,,2.0,0.0,2
4839,其他色,白色,2.0,1.5,10.55,1.04,2004.0,,福州,福州,福特-蒙迪欧 2004款 2.0L 经典型,福特 蒙迪欧 2013款 1.5L GTDi180时尚型,,,2004-04-26,2016-10-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.5,0.0,9.510000000000002,0.8205349439171701,0.0,0.0,,0.5,2.0,13.0,0.0,-150.0,0.0,,2.0,0.0,2
4840,白色,白色,2.0,1.5,9.29,5.84,2013.0,,常州,常州,福特-翼虎 2013款 2.0L GTDi 四驱精英型,福特 翼虎 2016款 智行限量版 1.5L GTDi 两驱风尚型,,,2013-03-26,2016-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.5,0.0,3.4499999999999993,0.22802379378717777,0.0,0.0,,0.5,2.0,11.0,0.0,-44.0,0.0,,2.0,0.0,2
4841,黑色,黑色,1.8,1.8,16.51,7.06,2012.0,,乌兰察布,呼和浩特,大众-迈腾 2012款 改款 1.8TSI 豪华型,大众 迈腾 2016款 1.8TSI 智享舒适型,,,2012-10-08,2016-06-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,9.450000000000003,0.40093338990241845,0.0,0.0,,0.5,0.0,7.0,0.0,-44.0,0.0,,2.0,0.0,2
4842,白色,白色,1.6,1.6,5.61,2.89,2016.0,,珠海,珠海,日产-轩逸 2016款 经典 1.6XL 自动豪华版,日产 轩逸 2016款 1.6XL CVT豪华版,,,2017-06-02,2017-09-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,2.72,0.32,0.0,0.0,,0.5,2.0,5.0,0.0,-3.0,1.0,,2.0,0.0,2
4843,其他色,黑色,1.6,1.6,6.2,4.02,2013.0,,长沙,长沙,大众-朗逸 2013款 1.6L 自动风尚版,大众 朗逸 2015款 1.6L 手动风尚版,,,2012-11-20,2016-05-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,2.1800000000000006,0.21330724070450105,0.0,0.0,,0.5,2.0,2.0,1.0,-42.0,0.0,,2.0,1.0,1
4844,灰色,黑色,2.0,1.6,8.67,4.02,2011.0,,长沙,长沙,大众-朗逸 2011款 2.0L 自动品悠版,大众 朗逸 2015款 1.6L 手动风尚版,,,2011-05-24,2016-05-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.3999999999999999,0.0,4.65,0.36643026004728135,0.0,0.0,,0.5,2.0,6.0,0.0,-60.0,0.0,,2.0,0.0,2
4845,其他色,其他色,1.1,1.0,12.63,1.9,2008.0,,青岛,青岛,五菱汽车-五菱之光 2008款 1.0L标准型,五菱汽车 五菱之光 2013款 1.0L实用型,,,2007-12-21,2014-06-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,0.10000000000000009,0.0,10.73,0.7384721266345492,0.0,0.0,,0.5,2.0,4.0,1.0,-78.0,0.0,,2.0,-1.0,1
4846,其他色,其他色,1.1,1.0,12.63,4.15,2008.0,,青岛,青岛,五菱汽车-五菱之光 2008款 1.0L标准型,五菱汽车 五菱之光 2010款 1.0L新版实用型短车身L2Y,,,2007-12-21,2013-05-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.10000000000000009,0.0,8.48,0.5053635280095351,0.0,0.0,,0.5,2.0,12.0,0.0,-65.0,0.0,,2.0,0.0,2
4847,其他色,其他色,1.1,1.0,12.63,7.95,2008.0,,青岛,青岛,五菱汽车-五菱之光 2008款 1.0L标准型,五菱汽车 五菱之光 2010款 1.0L立业版,,,2007-12-21,2012-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.10000000000000009,0.0,4.680000000000001,0.2274052478134111,0.0,0.0,,0.5,2.0,5.0,0.0,-59.0,0.0,,2.0,0.0,2
4848,其他色,其他色,1.1,1.0,12.63,6.44,2008.0,,青岛,青岛,五菱汽车-五菱之光 2008款 1.0L标准型,五菱汽车 五菱之光 2010款 1.0L新版实用型短车身L2Y,,,2007-12-21,2011-07-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.10000000000000009,0.0,6.19,0.3245936025170425,0.0,0.0,,0.5,2.0,12.0,0.0,-43.0,0.0,,2.0,0.0,2
4849,其他色,其他色,1.0,1.0,7.95,1.9,2010.0,,青岛,青岛,五菱汽车-五菱之光 2010款 1.0L立业版,五菱汽车 五菱之光 2013款 1.0L实用型,,,2012-11-14,2014-06-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,0.0,2.0,6.050000000000001,0.6142131979695432,0.0,0.0,,0.5,2.0,4.0,1.0,-19.0,0.0,,2.0,-1.0,1
4850,其他色,其他色,1.0,1.0,7.95,4.15,2010.0,,青岛,青岛,五菱汽车-五菱之光 2010款 1.0L立业版,五菱汽车 五菱之光 2010款 1.0L新版实用型短车身L2Y,,,2012-11-14,2013-05-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,3.8,0.31404958677685946,0.0,0.0,,0.5,2.0,11.0,0.0,-6.0,0.0,,2.0,0.0,2
4851,其他色,其他色,1.0,1.0,7.95,7.95,2010.0,,青岛,青岛,五菱汽车-五菱之光 2010款 1.0L立业版,五菱汽车 五菱之光 2010款 1.0L立业版,,,2012-11-14,2012-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,1,0.0,2.0,0.0,0.0,2.0,2.0,,0.5,2.0,0.0,2.0,0.0,2.0,,2.0,0.0,2
4852,其他色,其他色,1.0,1.0,7.95,6.44,2010.0,,青岛,青岛,五菱汽车-五菱之光 2010款 1.0L立业版,五菱汽车 五菱之光 2010款 1.0L新版实用型短车身L2Y,,,2012-11-14,2011-07-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,1.5099999999999998,0.10493398193189714,0.0,1.0,,0.5,2.0,11.0,0.0,16.0,0.0,,2.0,0.0,2
4853,其他色,黑色,1.4,1.4,13.64,11.94,2013.0,,上海,上海,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2011款 1.4TSI DSG品雅版,,,2013-05-14,2011-01-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,1.700000000000001,0.06645817044566071,1.0,1.0,,0.5,2.0,3.0,1.0,28.0,0.0,,2.0,1.0,1
4854,其他色,其他色,1.4,1.6,13.64,2.03,2013.0,,上海,上海,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2008款 1.6L 自动品悠版,,,2013-05-14,2009-07-01,,,0.0,0.0,1.0,1.0,-1,-1,-1,AT,0,-0.20000000000000018,0.0,11.610000000000001,0.7409061901723039,0.0,0.0,,0.5,2.0,11.0,0.0,46.0,0.0,,2.0,0.0,2
4855,其他色,其他色,1.4,1.6,13.64,6.58,2013.0,,上海,景德镇,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2011款 1.6L 自动品悠版,,,2013-05-14,2012-10-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,-0.20000000000000018,0.0,7.0600000000000005,0.3491592482690406,0.0,0.0,,0.5,0.0,10.0,0.0,7.0,0.0,,2.0,1.0,1
4856,其他色,其他色,1.4,1.6,13.64,1.66,2013.0,,上海,新乡,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2013款 改款经典 1.6L 手动舒适版,,,2013-05-14,2014-01-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,11.98,0.7830065359477124,0.0,0.0,,0.5,0.0,10.0,0.0,-8.0,0.0,,2.0,1.0,1
4857,其他色,其他色,1.4,1.6,13.64,9.04,2013.0,,上海,上海,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2008款 1.6L 手动品悠版,,,2013-05-14,2009-11-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,4.600000000000001,0.20282186948853623,0.0,0.0,,0.5,2.0,11.0,0.0,42.0,0.0,,2.0,1.0,1
4858,其他色,白色,1.4,1.4,13.64,4.89,2013.0,,上海,襄阳,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2013款 1.4TSI DSG豪华版,,,2013-05-14,2015-07-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,8.75,0.47220723151645977,0.0,0.0,,0.5,0.0,2.0,1.0,-26.0,0.0,,2.0,1.0,1
4859,其他色,白色,1.4,1.6,13.64,5.11,2013.0,,上海,合肥,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2015款 1.6L 自动舒适版,,,2013-05-14,2016-07-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,-0.20000000000000018,0.0,8.530000000000001,0.4549333333333334,0.0,0.0,,0.5,0.0,8.0,0.0,-38.0,0.0,,2.0,1.0,1
4860,其他色,其他色,1.4,1.6,13.64,5.79,2013.0,,上海,上海,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,,,2013-05-14,2013-12-01,,,0.0,0.0,1.0,2.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,7.8500000000000005,0.40401441070509525,0.0,0.0,,0.5,2.0,12.0,0.0,-7.0,0.0,,2.0,-1.0,1
4861,其他色,其他色,1.4,1.6,13.64,5.02,2013.0,,上海,上海,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2008款 1.6L 自动品雅版,,,2013-05-14,2009-06-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,-0.20000000000000018,0.0,8.620000000000001,0.4619506966773848,0.0,0.0,,0.5,2.0,11.0,0.0,47.0,0.0,,2.0,1.0,1
4862,其他色,其他色,1.4,1.6,13.64,12.36,2013.0,,上海,扬州,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2011款 1.6L 手动品悠版,,,2013-05-14,2012-04-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,1.2800000000000011,0.04923076923076927,1.0,1.0,,0.5,0.0,10.0,0.0,13.0,0.0,,2.0,1.0,1
4863,其他色,白色,1.4,1.6,13.64,5.84,2013.0,,上海,宿迁,大众-朗逸 2013款 1.4TSI DSG舒适版,大众 朗逸 2015款 1.6L 手动风尚版,,,2013-05-14,2016-04-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,7.800000000000001,0.40041067761806987,0.0,0.0,,0.5,0.0,10.0,0.0,-35.0,0.0,,2.0,1.0,1
4864,其他色,黑色,2.0,1.4,7.1,11.94,2008.0,,上海,上海,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2011款 1.4TSI DSG品雅版,,,2009-09-25,2011-01-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.6000000000000001,0.0,-4.84,-0.2542016806722689,0.0,0.0,,0.5,2.0,10.0,0.0,-16.0,0.0,,2.0,0.0,2
4865,其他色,其他色,2.0,1.6,7.1,2.03,2008.0,,上海,上海,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2008款 1.6L 自动品悠版,,,2009-09-25,2009-07-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,5.07,0.5553121577217963,0.0,0.0,,0.5,2.0,4.0,1.0,2.0,1.0,,2.0,-1.0,1
4866,其他色,其他色,2.0,1.6,7.1,6.58,2008.0,,上海,景德镇,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2011款 1.6L 自动品悠版,,,2009-09-25,2012-10-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,0.5199999999999996,0.03801169590643272,1.0,1.0,,0.5,0.0,6.0,0.0,-37.0,0.0,,2.0,0.0,2
4867,其他色,其他色,2.0,1.6,7.1,1.66,2008.0,,上海,新乡,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2013款 改款经典 1.6L 手动舒适版,,,2009-09-25,2014-01-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.3999999999999999,0.0,5.4399999999999995,0.6210045662100456,0.0,0.0,,0.5,0.0,10.0,0.0,-52.0,0.0,,2.0,0.0,2
4868,其他色,其他色,2.0,1.6,7.1,9.04,2008.0,,上海,上海,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2008款 1.6L 手动品悠版,,,2009-09-25,2009-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.3999999999999999,0.0,-1.9399999999999995,-0.12019826517967779,0.0,1.0,,0.5,2.0,3.0,1.0,-2.0,1.0,,2.0,0.0,2
4869,其他色,白色,2.0,1.4,7.1,4.89,2008.0,,上海,襄阳,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2013款 1.4TSI DSG豪华版,,,2009-09-25,2015-07-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.6000000000000001,0.0,2.21,0.18432026688907424,0.0,0.0,,0.5,0.0,12.0,0.0,-70.0,0.0,,2.0,0.0,2
4870,其他色,白色,2.0,1.6,7.1,5.11,2008.0,,上海,合肥,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2015款 1.6L 自动舒适版,,,2009-09-25,2016-07-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,1.9899999999999993,0.1629811629811629,0.0,1.0,,0.5,0.0,7.0,0.0,-82.0,0.0,,2.0,0.0,2
4871,其他色,其他色,2.0,1.6,7.1,5.79,2008.0,,上海,上海,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,,,2009-09-25,2013-12-01,,,0.0,0.0,0.0,2.0,-1,-1,-1,MT,0,0.3999999999999999,0.0,1.3099999999999996,0.1016291698991466,0.0,1.0,,0.5,2.0,10.0,0.0,-51.0,0.0,,2.0,-2.0,0
4872,其他色,其他色,2.0,1.6,7.1,5.02,2008.0,,上海,上海,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2008款 1.6L 自动品雅版,,,2009-09-25,2009-06-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,2.08,0.17161716171617164,0.0,0.0,,0.5,2.0,3.0,1.0,3.0,1.0,,2.0,0.0,2
4873,其他色,其他色,2.0,1.6,7.1,12.36,2008.0,,上海,扬州,大众-朗逸 2008款 2.0L 手动品雅版,大众 朗逸 2011款 1.6L 手动品悠版,,,2009-09-25,2012-04-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.3999999999999999,0.0,-5.26,-0.2702980472764645,0.0,0.0,,0.5,0.0,5.0,0.0,-31.0,0.0,,2.0,0.0,2
