id,color1,color2,displacement1,displacement2,mile1,mile2,year1,year2,licensed_city1,licensed_city2,title1,title2,fuel_type1,fuel_type2,register_time1,register_time2,owner_price1,owner_price2,is_import1,is_import2,transfer_times1,transfer_times2,displacement_standard1,displacement_standard2,gearbox1,gearbox2,is_same
5168,白色,白色,1.5,1.5,0.51,3.68,2017.0,,石家庄,石家庄,别克-英朗 2017款 15N 自动进取型,别克 英朗 2016款 15N 自动进取型,,,2017-07-24,2016-07-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5169,白色,白色,1.5,1.5,0.51,5.56,2017.0,,石家庄,石家庄,别克-英朗 2017款 15N 自动进取型,别克 英朗 2016款 15N 自动精英型,,,2017-07-24,2016-03-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5170,白色,白色,1.6,1.5,3.45,3.78,2013.0,,石家庄,石家庄,别克-英朗 2013款 GT 1.6L 手动进取版,别克 英朗 2016款 15N 手动精英型,,,2014-06-10,2016-04-01,,,0.0,0.0,2.0,0.0,,,,手动,2
5171,白色,黑色,1.6,1.6,3.45,4.4,2013.0,,石家庄,石家庄,别克-英朗 2013款 GT 1.6L 手动进取版,别克 英朗 2013款 GT 1.6L 自动时尚版,,,2014-06-10,2014-09-01,,,0.0,0.0,2.0,0.0,,,,自动,2
5172,白色,白色,1.6,1.5,3.45,3.68,2013.0,,石家庄,石家庄,别克-英朗 2013款 GT 1.6L 手动进取版,别克 英朗 2016款 15N 自动进取型,,,2014-06-10,2016-07-01,,,0.0,0.0,2.0,0.0,,,,自动,2
5173,白色,白色,1.6,1.5,3.45,5.56,2013.0,,石家庄,石家庄,别克-英朗 2013款 GT 1.6L 手动进取版,别克 英朗 2016款 15N 自动精英型,,,2014-06-10,2016-03-01,,,0.0,0.0,2.0,0.0,,,,自动,2
5174,其他色,黑色,1.5,1.5,6.24,6.16,2015.0,,成都,成都,日产-阳光 2015款 1.5XE 手动精英版,日产 阳光 2014款 1.5XE 手动舒适版,,,2016-07-27,2015-02-01,,,0.0,0.0,1.0,2.0,,,,手动,2
5175,灰色,黑色,1.5,1.5,2.31,6.16,2015.0,,成都,成都,日产-阳光 2015款 1.5XE CVT大师版,日产 阳光 2014款 1.5XE 手动舒适版,,,2015-09-11,2015-02-01,,,0.0,0.0,0.0,2.0,,,,手动,2
5176,白色,白色,2.0,1.6,6.97,8.24,2015.0,,乌鲁木齐,乌鲁木齐,福特-翼虎 2015款 2.0L GTDi 四驱尊贵型,福特 翼虎 2013款 1.6L GTDi 两驱舒适型,,,2015-07-08,2014-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5177,灰色,其他色,2.7,2.0,19.43,6.48,2009.0,,苏州,苏州,丰田-汉兰达 2009款 2.7L 两驱7座豪华版,丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,,,2009-07-22,2015-05-01,,,0.0,0.0,1.0,0.0,,,,自动,2
5178,灰色,黑色,2.7,2.7,19.43,18.91,2009.0,,苏州,苏州,丰田-汉兰达 2009款 2.7L 两驱7座豪华版,丰田 汉兰达 2009款 2.7L 两驱5座运动版,,,2009-07-22,2010-09-01,,,0.0,0.0,1.0,2.0,,,,自动,2
5179,白色,白色,1.6,1.6,5.27,5.4,2015.0,,东莞,肇庆,现代-朗动 2015款 1.6L 手动领先型,现代 朗动 2016款 1.6L 自动尊贵型,,,2015-01-30,2016-08-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5180,白色,白色,1.6,1.6,5.27,3.32,2015.0,,东莞,佛山,现代-朗动 2015款 1.6L 手动领先型,现代 朗动 2012款 1.6L 自动时尚型,,,2015-01-30,2017-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5181,白色,白色,1.6,1.6,5.27,5.7,2015.0,,东莞,清远,现代-朗动 2015款 1.6L 手动领先型,现代 朗动 2016款 1.6L 自动尊贵型,,,2015-01-30,2016-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5182,白色,白色,1.6,1.6,5.27,2.03,2015.0,,东莞,肇庆,现代-朗动 2015款 1.6L 手动领先型,现代 朗动 2016款 1.6L 自动尊贵型,,,2015-01-30,2017-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5183,白色,白色,1.6,1.6,5.27,1.52,2015.0,,东莞,清远,现代-朗动 2015款 1.6L 手动领先型,现代 朗动 2016款 1.6L 自动尊贵型,,,2015-01-30,2016-08-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5184,白色,黑色,1.6,1.6,1.21,4.01,2015.0,,漯河,周口,大众-朗逸 2015款 1.6L 手动舒适版,大众 朗逸 2015款 1.6L 手动舒适版,,,2016-07-26,2016-11-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5185,白色,其他色,1.6,1.6,1.21,6.82,2015.0,,漯河,郑州,大众-朗逸 2015款 1.6L 手动舒适版,大众 朗逸 2013款 改款经典 1.6L 手动舒适版,,,2016-07-26,2013-08-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5186,白色,其他色,1.6,1.6,1.21,9.24,2015.0,,漯河,郑州,大众-朗逸 2015款 1.6L 手动舒适版,大众 朗逸 2011款 1.6L 自动品雅版,,,2016-07-26,2011-09-01,,,0.0,0.0,0.0,1.0,,,,自动,2
5187,其他色,其他色,1.6,1.4,7.34,16.3,2012.0,,深圳,深圳,斯柯达-明锐 2012款 1.6L 自动逸杰版,斯柯达 明锐 2010款 1.4TSI DSG逸俊版,,,2012-07-11,2011-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5188,其他色,其他色,1.6,1.4,14.68,16.3,2010.0,,深圳,深圳,斯柯达-明锐 2010款 1.6L 手动逸俊版,斯柯达 明锐 2010款 1.4TSI DSG逸俊版,,,2010-10-12,2011-12-01,,,0.0,0.0,1.0,0.0,,,,自动,2
5189,白色,黑色,1.5,1.5,6.3,4.31,2013.0,,合肥,合肥,福特-蒙迪欧 2013款 1.5L GTDi180时尚型,福特 蒙迪欧 2013款 1.5L GTDi180时尚型,,,2014-05-29,2016-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5190,白色,白色,1.5,2.0,6.3,3.31,2013.0,,合肥,合肥,福特-蒙迪欧 2013款 1.5L GTDi180时尚型,福特 蒙迪欧 2013款 2.0L GTDi200豪华型,,,2014-05-29,2016-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5191,白色,白色,1.5,2.0,6.3,8.27,2013.0,,合肥,合肥,福特-蒙迪欧 2013款 1.5L GTDi180时尚型,福特 蒙迪欧 2013款 2.0L GTDi240豪华运动型,,,2014-05-29,2014-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5192,其他色,其他色,1.6,1.6,6.82,6.82,2010.0,,太原,太原,大众-高尔夫 2010款 1.6 自动时尚型,大众 高尔夫 2010款 1.6 自动时尚型,,,2010-04-29,2010-04-01,,,0.0,0.0,0.0,0.0,,,,自动,1
5193,其他色,其他色,1.6,2.0,6.82,3.31,2010.0,,太原,太原,大众-高尔夫 2010款 1.6 自动时尚型,大众 高尔夫 2012款 2.0TSI GTI,,,2010-04-29,2014-05-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5194,其他色,其他色,1.6,1.4,6.82,3.04,2010.0,,太原,晋中,大众-高尔夫 2010款 1.6 自动时尚型,大众 高尔夫 2012款 1.4TSI 自动舒适型,,,2010-04-29,2013-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5195,黑色,白色,2.0,2.0,9.53,0.31,2008.0,,武汉,武汉,本田-雅阁 2008款 2.0L EX,本田 雅阁 2016款 2.0L 舒适版,,,2008-10-14,2018-01-01,,,0.0,0.0,1.0,0.0,,,,自动,2
5196,白色,白色,2.0,2.0,0.31,0.31,2016.0,,武汉,武汉,本田-雅阁 2016款 2.0L 舒适版,本田 雅阁 2016款 2.0L 舒适版,,,2018-01-09,2018-01-01,,,0.0,0.0,0.0,0.0,,,,自动,1
5197,黑色,白色,2.0,2.0,4.0,0.31,2015.0,,武汉,武汉,本田-雅阁 2015款 2.0L LX 舒适版,本田 雅阁 2016款 2.0L 舒适版,,,2015-07-13,2018-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5198,黑色,白色,2.0,2.0,9.23,0.31,2008.0,,武汉,武汉,本田-雅阁 2008款 2.0L EX Navi,本田 雅阁 2016款 2.0L 舒适版,,,2008-11-17,2018-01-01,,,0.0,0.0,2.0,0.0,,,,自动,2
5199,其他色,其他色,1.5,1.5,7.54,9.71,2012.0,,柳州,柳州,本田-锋范经典 2012款 1.5L 手动舒适版,本田 锋范经典 2012款 1.5L 手动精英版,,,2013-06-27,2012-05-01,,,0.0,0.0,1.0,2.0,,,,手动,2
5200,其他色,其他色,1.6,1.4,8.83,17.91,2012.0,,厦门,厦门,大众-宝来 2012款 1.6L 自动时尚型,大众 宝来 2011款 1.4T AT Sportline,,,2012-03-16,2010-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5201,白色,白色,1.6,1.6,9.22,9.22,2013.0,,威海,威海,别克-英朗 2013款 GT 1.6L 手动进取版,别克 英朗 2012款 GT 1.6L 手动进取版,,,2013-01-08,2013-01-01,,,0.0,0.0,1.0,1.0,,,,手动,1
5202,灰色,其他色,1.6,1.6,3.9,3.9,2012.0,,襄阳,襄阳,日产-轩逸 2012款 1.6XL CVT豪华版,日产 轩逸 2012款 1.6XL CVT豪华版,,,2014-09-09,2014-09-01,,,0.0,0.0,0.0,0.0,,,,自动,1
5203,灰色,其他色,1.6,1.6,3.9,13.78,2012.0,,襄阳,南通,日产-轩逸 2012款 1.6XL CVT豪华版,日产 轩逸 2012款 1.6XL 手动豪华版,,,2014-09-09,2012-09-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5204,灰色,其他色,1.6,1.6,3.9,5.57,2012.0,,襄阳,南通,日产-轩逸 2012款 1.6XL CVT豪华版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,,,2014-09-09,2014-09-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5205,棕色,其他色,1.6,1.6,5.57,3.9,2012.0,,南通,襄阳,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2012款 1.6XL CVT豪华版,,,2014-09-25,2014-09-01,,,0.0,0.0,1.0,0.0,,,,自动,2
5206,棕色,其他色,1.6,1.6,5.57,13.78,2012.0,,南通,南通,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2012款 1.6XL 手动豪华版,,,2014-09-25,2012-09-01,,,0.0,0.0,1.0,0.0,,,,手动,2
5207,棕色,其他色,1.6,1.6,5.57,5.57,2012.0,,南通,南通,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,,,2014-09-25,2014-09-01,,,0.0,0.0,1.0,0.0,,,,手动,1
5208,灰色,其他色,1.6,1.6,17.86,3.9,2007.0,,上海,襄阳,日产-轩逸 2007款 1.6 XE 舒适版,日产 轩逸 2012款 1.6XL CVT豪华版,,,2008-01-29,2014-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5209,灰色,其他色,1.6,1.6,17.86,13.78,2007.0,,上海,南通,日产-轩逸 2007款 1.6 XE 舒适版,日产 轩逸 2012款 1.6XL 手动豪华版,,,2008-01-29,2012-09-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5210,灰色,其他色,1.6,1.6,17.86,5.57,2007.0,,上海,南通,日产-轩逸 2007款 1.6 XE 舒适版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,,,2008-01-29,2014-09-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5211,灰色,其他色,2.0,1.6,6.72,3.9,2009.0,,苏州,襄阳,日产-轩逸 2009款 2.0XL CVT豪华天窗版,日产 轩逸 2012款 1.6XL CVT豪华版,,,2012-02-01,2014-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5212,灰色,其他色,2.0,1.6,6.72,13.78,2009.0,,苏州,南通,日产-轩逸 2009款 2.0XL CVT豪华天窗版,日产 轩逸 2012款 1.6XL 手动豪华版,,,2012-02-01,2012-09-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5213,灰色,其他色,2.0,1.6,6.72,5.57,2009.0,,苏州,南通,日产-轩逸 2009款 2.0XL CVT豪华天窗版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,,,2012-02-01,2014-09-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5214,黑色,白色,2.0,2.0,12.83,4.77,2010.0,,北京,北京,现代-ix35 2010款 2.0L 自动两驱新锐版GL,现代 北京现代ix35 2013款 2.0L 自动两驱智能型GLS 国V,,,2011-09-06,2015-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5215,黑色,其他色,2.0,2.0,12.83,7.88,2010.0,,北京,北京,现代-ix35 2010款 2.0L 自动两驱新锐版GL,现代 北京现代ix35 2012款 2.0L 自动两驱新锐版GL,,,2011-09-06,2012-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5216,黑色,黑色,2.0,2.0,12.83,12.83,2010.0,,北京,北京,现代-ix35 2010款 2.0L 自动两驱新锐版GL,现代 北京现代ix35 2010款 2.0L 自动两驱新锐版GL,,,2011-09-06,2011-09-01,,,0.0,0.0,0.0,0.0,,,,自动,1
5217,黑色,其他色,2.0,2.0,12.83,4.08,2010.0,,北京,呼和浩特,现代-ix35 2010款 2.0L 自动两驱新锐版GL,现代 北京现代ix35 2015款 2.0L 自动两驱舒适型 国V,,,2011-09-06,2015-11-01,,,0.0,0.0,0.0,1.0,,,,自动,2
5218,黑色,其他色,2.0,2.0,12.83,0.98,2010.0,,北京,北京,现代-ix35 2010款 2.0L 自动两驱新锐版GL,现代 北京现代ix35 2013款 2.0L 自动两驱智能型GLS 国V,,,2011-09-06,2013-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5219,白色,白色,1.6,1.6,5.83,3.35,2013.0,,无锡,无锡,标致-308 2013款 1.6L 自动优尚型,标致 标致308 2014款 乐享版 经典 1.6L 自动优尚型,,,2013-09-13,2016-05-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5220,灰色,其他色,2.0,2.0,9.51,9.51,2013.0,,南京,南京,福特-蒙迪欧 2013款 2.0L GTDi200时尚型,福特 蒙迪欧 2013款 2.0L GTDi200时尚型,,,2015-02-05,2015-02-01,,,0.0,0.0,0.0,0.0,,,,自动,1
5221,白色,其他色,1.5,1.5,1.89,2.88,2014.0,,东莞,东莞,东风-风光330 2014款 1.5L手动实用型DK15-02,东风 东风风光330 2014款 1.5L手动实用型DK15-02,,,2016-05-19,2014-12-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5222,棕色,其他色,1.5,1.5,3.77,2.88,2014.0,,钦州,东莞,东风-风光330 2014款 1.5L手动实用型DK15-02,东风 东风风光330 2014款 1.5L手动实用型DK15-02,,,2014-09-18,2014-12-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5223,其他色,其他色,1.2,1.5,11.45,0.9,2011.0,,合肥,合肥,五菱汽车-五菱荣光 2011款 1.2L标准型,五菱汽车 五菱荣光 2012款 1.5L加长基本型,,,2012-05-22,2017-12-01,,,0.0,0.0,1.0,0.0,,,,手动,2
5224,其他色,其他色,1.2,1.2,11.45,11.45,2011.0,,合肥,合肥,五菱汽车-五菱荣光 2011款 1.2L标准型,五菱汽车 五菱荣光 2011款 1.2L标准型,,,2012-05-22,2012-05-01,,,0.0,0.0,1.0,0.0,,,,手动,1
5225,其他色,其他色,1.2,1.2,6.7,1.13,2011.0,,武汉,武汉,五菱汽车-五菱荣光 2009款 1.2L基本型,五菱汽车 五菱荣光 2014款 1.2L S 基本型,,,2009-12-22,2016-03-01,,,0.0,0.0,1.0,0.0,,,,手动,2
5226,金色,其他色,1.2,1.2,9.79,1.13,2012.0,,孝感,武汉,五菱汽车-五菱荣光 2012款 1.2L加长基本型LJY,五菱汽车 五菱荣光 2014款 1.2L S 基本型,,,2012-02-21,2016-03-01,,,0.0,0.0,3.0,0.0,,,,手动,2
5227,黑色,其他色,2.0,2.0,13.77,8.08,2012.0,,广州,广州,丰田-凯美瑞 2012款 2.0G 豪华版,丰田 凯美瑞 2010款 200G 经典版,,,2013-05-28,2010-09-01,,,0.0,0.0,1.0,0.0,,,,自动,2
5228,黑色,黑色,2.0,2.0,13.77,3.9,2012.0,,广州,广州,丰田-凯美瑞 2012款 2.0G 豪华版,丰田 凯美瑞 2016款 2.0E 十周年纪念精英版,,,2013-05-28,2016-12-01,,,0.0,0.0,1.0,0.0,,,,自动,2
5229,黑色,黑色,2.0,2.0,13.77,6.1,2012.0,,广州,惠州,丰田-凯美瑞 2012款 2.0G 豪华版,丰田 凯美瑞 2015款 2.0G 领先版,,,2013-05-28,2015-11-01,,,0.0,0.0,1.0,0.0,,,,自动,2
5230,黑色,其他色,2.0,2.0,6.1,8.08,2015.0,,惠州,广州,丰田-凯美瑞 2015款 2.0G 领先版,丰田 凯美瑞 2010款 200G 经典版,,,2015-11-04,2010-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5231,黑色,黑色,2.0,2.0,6.1,3.9,2015.0,,惠州,广州,丰田-凯美瑞 2015款 2.0G 领先版,丰田 凯美瑞 2016款 2.0E 十周年纪念精英版,,,2015-11-04,2016-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5232,黑色,黑色,2.0,2.0,6.1,6.1,2015.0,,惠州,惠州,丰田-凯美瑞 2015款 2.0G 领先版,丰田 凯美瑞 2015款 2.0G 领先版,,,2015-11-04,2015-11-01,,,0.0,0.0,0.0,0.0,,,,自动,1
5233,黑色,其他色,2.5,2.0,5.71,8.08,2016.0,,广州,广州,丰田-凯美瑞 2016款 双擎 2.5HG 十周年纪念豪华导航版,丰田 凯美瑞 2010款 200G 经典版,,,2016-11-03,2010-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5234,黑色,黑色,2.5,2.0,5.71,3.9,2016.0,,广州,广州,丰田-凯美瑞 2016款 双擎 2.5HG 十周年纪念豪华导航版,丰田 凯美瑞 2016款 2.0E 十周年纪念精英版,,,2016-11-03,2016-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5235,黑色,黑色,2.5,2.0,5.71,6.1,2016.0,,广州,惠州,丰田-凯美瑞 2016款 双擎 2.5HG 十周年纪念豪华导航版,丰田 凯美瑞 2015款 2.0G 领先版,,,2016-11-03,2015-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5236,黑色,黑色,2.4,1.4,4.12,4.61,2012.0,,盐城,盐城,Jeep-指南者 2012款 2.4L 四驱豪华导航版,Jeep 指南者 2017款 200T 家享版,,,2014-05-07,2017-03-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5237,灰色,其他色,1.1,1.0,15.41,7.48,2008.0,,保定,保定,五菱汽车-五菱之光 2008款 1.1L基本型LXA,五菱汽车 五菱之光 2010款 1.0L新版实用型短车身L2Y,,,2010-08-23,2010-11-01,,,0.0,0.0,0.0,3.0,,,,手动,2
5238,其他色,白色,1.8,1.4,1.96,4.19,2015.0,,重庆,重庆,大众-凌渡 2015款 330TSI DSG舒适版,大众 凌渡 2015款 280TSI DSG舒适版,,,2015-09-21,2016-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5239,其他色,白色,1.8,1.4,1.96,2.01,2015.0,,重庆,重庆,大众-凌渡 2015款 330TSI DSG舒适版,大众 凌渡 2018款 280TSI DSG舒适版,,,2015-09-21,2017-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5240,其他色,其他色,1.8,1.8,1.96,1.96,2015.0,,重庆,重庆,大众-凌渡 2015款 330TSI DSG舒适版,大众 凌渡 2015款 330TSI DSG舒适版,,,2015-09-21,2015-09-01,,,0.0,0.0,0.0,0.0,,,,自动,1
5241,其他色,黑色,1.8,1.8,10.6,7.71,2011.0,,金华,台州,福特-福克斯 2011款 两厢 1.8L 自动时尚型,福特 福克斯 2013款 三厢经典 1.8L 手动时尚型,,,2011-09-06,2013-08-01,,,0.0,0.0,2.0,1.0,,,,手动,2
5242,其他色,白色,1.8,1.6,10.6,3.64,2011.0,,金华,嘉兴,福特-福克斯 2011款 两厢 1.8L 自动时尚型,福特 福克斯 2015款 三厢 1.6L 手动风尚型,,,2011-09-06,2016-01-01,,,0.0,0.0,2.0,0.0,,,,手动,2
5243,其他色,其他色,1.8,1.8,10.6,5.08,2011.0,,金华,金华,福特-福克斯 2011款 两厢 1.8L 自动时尚型,福特 福克斯 2012款 三厢经典 1.8L 手动基本型,,,2011-09-06,2013-01-01,,,0.0,0.0,2.0,0.0,,,,手动,2
5244,黑色,黑色,1.8,1.8,10.02,7.71,2009.0,,金华,台州,福特-福克斯 2009款 两厢 1.8L 自动时尚型,福特 福克斯 2013款 三厢经典 1.8L 手动时尚型,,,2009-05-27,2013-08-01,,,0.0,0.0,4.0,1.0,,,,手动,2
5245,黑色,白色,1.8,1.6,10.02,3.64,2009.0,,金华,嘉兴,福特-福克斯 2009款 两厢 1.8L 自动时尚型,福特 福克斯 2015款 三厢 1.6L 手动风尚型,,,2009-05-27,2016-01-01,,,0.0,0.0,4.0,0.0,,,,手动,2
5246,黑色,其他色,1.8,1.8,10.02,5.08,2009.0,,金华,金华,福特-福克斯 2009款 两厢 1.8L 自动时尚型,福特 福克斯 2012款 三厢经典 1.8L 手动基本型,,,2009-05-27,2013-01-01,,,0.0,0.0,4.0,0.0,,,,手动,2
5247,其他色,白色,2.0,1.6,6.58,4.03,2009.0,,西安,西安,现代-途胜 2009款 2.0L 手动两驱时尚型,现代 途胜 2015款 1.6T 双离合两驱智能型,,,2010-08-31,2015-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5248,其他色,白色,2.0,1.6,6.58,1.94,2009.0,,西安,西安,现代-途胜 2009款 2.0L 手动两驱时尚型,现代 途胜 2015款 1.6T 双离合两驱智能型,,,2010-08-31,2017-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5249,白色,黑色,1.5,1.5,4.56,3.72,2014.0,,池州,扬州,吉利汽车-帝豪 2014款 三厢 1.5L 手动精英型,吉利汽车 帝豪 2014款 三厢 1.5L 手动精英型,,,2015-04-07,2015-04-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5250,黑色,黑色,2.0,2.0,12.69,6.3,2007.0,,石家庄,石家庄,马自达-6 2007款 2.0L 自动超豪华型,马自达 马自达6 2014款 2.0L 自动经典型,,,2008-02-04,2014-12-01,,,0.0,0.0,1.0,0.0,,,,自动,2
5251,白色,白色,1.6,1.6,7.07,4.4,2012.0,,新乡,新乡,标致-308 2012款 1.6L 手动优尚型,标致 标致308 2013款 1.6L 手动优尚型,,,2012-02-10,2013-09-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5252,金色,白色,1.6,1.5,9.36,0.91,2010.0,,邯郸,邯郸,别克-英朗 2010款 GT 1.6T 时尚运动版,别克 英朗 2015款 15N 手动精英型,,,2010-08-16,2015-09-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5253,其他色,白色,1.6,1.8,2.17,10.11,2012.0,,大连,阜新,福特-福克斯 2012款 三厢 1.6L 自动风尚型,福特 福克斯 2011款 两厢 1.8L 自动时尚型,,,2013-01-23,2011-11-01,,,0.0,0.0,0.0,1.0,,,,自动,2
5254,灰色,白色,1.8,1.8,9.16,10.11,2009.0,,大连,阜新,福特-福克斯 2009款 三厢 1.8L 手动舒适型,福特 福克斯 2011款 两厢 1.8L 自动时尚型,,,2010-04-02,2011-11-01,,,0.0,0.0,3.0,1.0,,,,自动,2
5255,其他色,白色,1.8,1.8,6.84,10.11,2011.0,,大连,阜新,福特-福克斯 2011款 两厢 1.8L 自动时尚型,福特 福克斯 2011款 两厢 1.8L 自动时尚型,,,2011-07-11,2011-11-01,,,0.0,0.0,3.0,1.0,,,,自动,2
5256,灰色,其他色,1.5,1.5,4.09,4.56,2014.0,,临沂,济南,日产-阳光 2014款 1.5XE 手动舒适版,日产 阳光 2016款 1.5XE CVT领先版,,,2014-10-27,2017-07-01,,,0.0,0.0,0.0,0.0,,,,自动,2
5257,灰色,其他色,1.5,1.5,4.09,4.09,2014.0,,临沂,临沂,日产-阳光 2014款 1.5XE 手动舒适版,日产 阳光 2014款 1.5XE 手动舒适版,,,2014-10-27,2014-10-01,,,0.0,0.0,0.0,0.0,,,,手动,1
5258,白色,黑色,1.4,1.6,1.17,4.84,2015.0,,烟台,烟台,大众-捷达 2015款 质惠版 1.4L 手动舒适型,大众 捷达 2013款 1.6L 手动舒适型,,,2016-07-28,2013-05-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5259,白色,其他色,1.4,1.6,1.17,2.3,2015.0,,烟台,烟台,大众-捷达 2015款 质惠版 1.4L 手动舒适型,大众 捷达 2015款 质惠版 1.6L 手动时尚型,,,2016-07-28,2016-04-01,,,0.0,0.0,0.0,1.0,,,,手动,2
5260,白色,黑色,1.4,1.6,1.17,22.06,2015.0,,烟台,烟台,大众-捷达 2015款 质惠版 1.4L 手动舒适型,大众 捷达 2005款 CIF 伙伴,,,2016-07-28,2006-08-01,,,0.0,0.0,0.0,3.0,,,,手动,2
5261,白色,黑色,1.6,1.6,23.29,4.84,2010.0,,烟台,烟台,大众-捷达 2010款 1.6L 伙伴,大众 捷达 2013款 1.6L 手动舒适型,,,2011-12-01,2013-05-01,,,0.0,0.0,0.0,0.0,,,,手动,2
5262,白色,其他色,1.6,1.6,23.29,2.3,2010.0,,烟台,烟台,大众-捷达 2010款 1.6L 伙伴,大众 捷达 2015款 质惠版 1.6L 手动时尚型,,,2011-12-01,2016-04-01,,,0.0,0.0,0.0,1.0,,,,手动,2
5263,白色,黑色,1.6,1.6,23.29,22.06,2010.0,,烟台,烟台,大众-捷达 2010款 1.6L 伙伴,大众 捷达 2005款 CIF 伙伴,,,2011-12-01,2006-08-01,,,0.0,0.0,0.0,3.0,,,,手动,2
5264,黑色,白色,2.0,2.0,11.23,2.41,2012.0,,武汉,武汉,丰田-凯美瑞 2012款 2.0G 豪华版,丰田 凯美瑞 2012款 骏瑞 2.0S 耀动版,,,2012-03-28,2013-06-01,,,0.0,0.0,0.0,1.0,,,,自动,2
5265,黑色,黑色,2.5,2.5,11.2,11.2,2011.0,,郑州,郑州,奔驰-唯雅诺 2011款 2.5L 尊贵版,奔驰 唯雅诺 2011款 2.5L 尊贵版,,,2011-03-15,2011-03-01,,,0.0,0.0,2.0,2.0,,,,自动,1
5266,其他色,其他色,2.0,2.0,10.15,11.05,2011.0,,郑州,郑州,江淮-瑞风 2011款 2.0L穿梭 汽油舒适版HFC4GA3,江淮 瑞风 2008款 2.0L穿梭 汽油 简配前后空调型,,,2012-02-08,2009-09-01,,,0.0,0.0,1.0,1.0,,,,手动,2
5267,其他色,其他色,2.4,2.0,11.83,11.05,2011.0,,郑州,郑州,江淮-瑞风 2011款 2.4L政采版 手动豪华型,江淮 瑞风 2008款 2.0L穿梭 汽油 简配前后空调型,,,2015-06-29,2009-09-01,,,0.0,0.0,0.0,1.0,,,,手动,2
5268,白色,白色,1.6,1.5,11.67,3.43,2010.0,,武汉,武汉,雪佛兰-科鲁兹 2010款 1.6L SL天地版 MT,雪佛兰 科鲁兹 2015款 1.5L 经典 SL MT,,,2011-03-24,2015-11-01,,,0.0,0.0,1.0,0.0,,,,手动,2
5269,白色,其他色,1.6,1.6,11.67,10.19,2010.0,,武汉,阜阳,雪佛兰-科鲁兹 2010款 1.6L SL天地版 MT,雪佛兰 科鲁兹 2012款 1.6L SL天地版 MT,,,2011-03-24,2012-09-01,,,0.0,0.0,1.0,0.0,,,,手动,2
