id,color1,color2,displacement1,displacement2,mile1,mile2,year1,year2,licensed_city1,licensed_city2,title1,title2,fuel_type1,fuel_type2,register_time1,register_time2,owner_price1,owner_price2,is_import1,is_import2,transfer_times1,transfer_times2,displacement_standard1,displacement_standard2,gearbox1,gearbox2,is_same,displacement_diff,displacement_diff_sparse,mile_diff,mile_diff_rate,mile_diff_rate_sparse,mile_diff_sparse,year_diff,year_diff_sparse,licensed_city_diff_sparse,title_diff,title_diff_sparse,register_time_diff,register_time_diff_sparse,owner_price_diff,is_import_diff_sparse,transfer_times_diff,transfer_times_diff_sparse,colorp1,colorp2,fuel_typep1,fuel_typep2,gearboxp1,gearboxp2
3796,白,白,1.5,1.5,1.49,5.91,2016.0,-1.0,西安,西安,比亚迪-速锐 2016款 1.5L 手动精英型,比亚迪 速锐 2015款 1.5L 手动豪华型,-1,-1,2017-05-26,2015-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-4.42,-0.5972972972972973,0.0,0.0,-1.0,0.5,2.0,3.0,1.0,26.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3797,黑,白,1.5,1.5,4.82,1.49,2013.0,-1.0,西安,西安,比亚迪-速锐 2013款 1.5L 手动尊贵型,比亚迪 速锐 2016款 1.5L 手动精英型,-1,-1,2013-11-13,2017-05-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,3.33,0.5277337559429477,0.0,0.0,-1.0,0.5,2.0,3.0,1.0,-42.0,0.0,-1.0,2.0,0.0,2,7,0,-1,-1,-1,1
3798,黑,白,1.5,1.5,4.82,5.91,2013.0,-1.0,西安,西安,比亚迪-速锐 2013款 1.5L 手动尊贵型,比亚迪 速锐 2015款 1.5L 手动豪华型,-1,-1,2013-11-13,2015-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-1.09,-0.10158434296365328,0.0,1.0,-1.0,0.5,2.0,3.0,1.0,-16.0,0.0,-1.0,2.0,0.0,2,7,0,-1,-1,-1,1
3799,白,白,1.5,1.5,2.06,1.49,2014.0,-1.0,西安,西安,比亚迪-速锐 2014款 1.5L 手动尊贵型,比亚迪 速锐 2016款 1.5L 手动精英型,-1,-1,2015-05-01,2017-05-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,0.5700000000000001,0.16056338028169018,0.0,1.0,-1.0,0.5,2.0,3.0,1.0,-24.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3800,白,白,1.5,1.5,2.06,5.91,2014.0,-1.0,西安,西安,比亚迪-速锐 2014款 1.5L 手动尊贵型,比亚迪 速锐 2015款 1.5L 手动豪华型,-1,-1,2015-05-01,2015-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-3.85,-0.4830614805520702,0.0,0.0,-1.0,0.5,2.0,3.0,1.0,2.0,1.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3801,白,其他,2.0,2.0,7.96,8.2,2014.0,-1.0,长沙,景德镇,起亚-智跑 2014款 2.0L 自动两驱版DLX,起亚 智跑 2015款 2.0L 自动两驱版GL,-1,-1,2014-11-28,2014-11-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-0.2399999999999993,-0.01485148514851481,1.0,1.0,-1.0,0.5,0.0,3.0,1.0,0.0,2.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3802,黑,其他,1.6,1.6,8.49,4.66,2011.0,-1.0,天津,威海,别克-凯越 2011款 1.6LX-MT,别克 凯越 2011款 1.6LX-AT,-1,-1,2011-08-15,2013-03-01,-1.0,-1.0,0.0,0.0,1.0,4.0,-1,-1,-1,AT,0,0.0,2.0,3.83,0.29125475285171104,0.0,0.0,-1.0,0.5,0.0,1.0,1.0,-19.0,0.0,-1.0,2.0,-3.0,0,7,-1,-1,-1,-1,1
3803,黑,其他,1.6,1.8,8.49,15.53,2011.0,-1.0,天津,威海,别克-凯越 2011款 1.6LX-MT,别克 凯越 2005款 旅行版 1.8 自动舒适,-1,-1,2011-08-15,2006-03-01,-1.0,-1.0,0.0,0.0,1.0,3.0,-1,-1,-1,AT,0,-0.2,0.0,-7.039999999999999,-0.2930890924229808,0.0,0.0,-1.0,0.5,0.0,10.0,0.0,65.0,0.0,-1.0,2.0,-2.0,0,7,-1,-1,-1,-1,1
3804,银灰,白,2.4,2.0,7.67,3.54,2011.0,-1.0,沈阳,沈阳,别克-君威 2011款 2.4L SIDI舒适版,别克 君威 2015款 2.0T GS豪情运动版,-1,-1,2011-09-23,2016-06-01,-1.0,-1.0,0.0,0.0,2.0,0.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,4.13,0.3684210526315789,0.0,0.0,-1.0,0.5,2.0,9.0,0.0,-57.0,0.0,-1.0,2.0,2.0,0,11,0,-1,-1,-1,1
3805,白,白,2.0,2.0,3.54,3.54,2015.0,-1.0,沈阳,沈阳,别克-君威 2015款 2.0T GS豪情运动版,别克 君威 2015款 2.0T GS豪情运动版,-1,-1,2016-06-07,2016-06-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,1,0.0,2.0,0.0,0.0,2.0,2.0,-1.0,0.5,2.0,0.0,2.0,0.0,2.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3806,紫,黑,1.8,1.8,19.93,8.63,2009.0,-1.0,成都,成都,斯柯达-昊锐 2009款 1.8TSI 自动智雅版,斯柯达 昊锐 2009款 1.8TSI 自动智雅版,-1,-1,2010-12-09,2012-02-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,11.3,0.3956582633053221,0.0,0.0,-1.0,0.5,2.0,0.0,2.0,-14.0,0.0,-1.0,2.0,1.0,1,4,7,-1,-1,-1,1
3807,黑,白,1.4,1.4,0.78,0.37,2018.0,-1.0,成都,成都,大众-凌渡 2018款 230TSI DSG风尚版,大众 凌渡 2018款 280TSI DSG舒适版,-1,-1,2017-10-19,2018-05-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,0.41,0.35652173913043483,0.0,1.0,-1.0,0.5,2.0,3.0,1.0,-7.0,0.0,-1.0,2.0,0.0,2,7,0,-1,-1,-1,1
3808,黑,其他,1.4,1.4,0.78,6.86,2018.0,-1.0,成都,成都,大众-凌渡 2018款 230TSI DSG风尚版,大众 凌渡 2015款 280TSI DSG舒适版,-1,-1,2017-10-19,2015-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-6.08,-0.7958115183246073,0.0,0.0,-1.0,0.5,2.0,4.0,1.0,25.0,0.0,-1.0,2.0,0.0,2,7,-1,-1,-1,-1,1
3809,黑,白,1.4,1.4,0.78,1.32,2018.0,-1.0,成都,成都,大众-凌渡 2018款 230TSI DSG风尚版,大众 凌渡 2017款 280TSI DSG豪华版,-1,-1,2017-10-19,2017-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-0.54,-0.2571428571428572,0.0,1.0,-1.0,0.5,2.0,4.0,1.0,3.0,1.0,-1.0,2.0,0.0,2,7,0,-1,-1,-1,1
3810,白,白,1.6,1.5,10.26,0.97,2013.0,-1.0,宿迁,宿迁,雪佛兰-科鲁兹 2013款 1.6L SL天窗版 MT,雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,-1,-1,2013-09-25,2016-06-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.10000000000000007,0.0,9.29,0.8272484416740872,0.0,0.0,-1.0,0.5,2.0,7.0,0.0,-33.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3811,白,其他,1.6,1.5,10.26,2.11,2013.0,-1.0,宿迁,宿迁,雪佛兰-科鲁兹 2013款 1.6L SL天窗版 MT,雪佛兰 科鲁兹 2015款 1.5L 经典 SL MT,-1,-1,2013-09-25,2016-02-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.10000000000000007,0.0,8.15,0.6588520614389654,0.0,0.0,-1.0,0.5,2.0,7.0,0.0,-29.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3812,白,白,1.6,1.5,10.26,2.52,2013.0,-1.0,宿迁,宿迁,雪佛兰-科鲁兹 2013款 1.6L SL天窗版 MT,雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,-1,-1,2013-09-25,2016-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.10000000000000007,0.0,7.74,0.6056338028169015,0.0,0.0,-1.0,0.5,2.0,8.0,0.0,-34.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3813,其他,其他,2.0,2.0,7.93,5.92,2008.0,-1.0,临沂,济南,马自达-6 2008款 轿跑 2.0L 自动运动型,马自达 马自达6 2015款 2.0L 自动时尚型,-1,-1,2008-10-14,2016-01-01,-1.0,-1.0,0.0,0.0,1.0,1.0,-1,-1,-1,AT,0,0.0,2.0,2.01,0.1451263537906137,0.0,0.0,-1.0,0.5,0.0,9.0,0.0,-87.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3814,其他,其他,2.0,2.0,7.93,5.92,2008.0,-1.0,临沂,临沂,马自达-6 2008款 轿跑 2.0L 自动运动型,马自达 马自达6 2015款 2.0L 自动时尚型,-1,-1,2008-10-14,2016-01-01,-1.0,-1.0,0.0,0.0,1.0,1.0,-1,-1,-1,AT,0,0.0,2.0,2.01,0.1451263537906137,0.0,0.0,-1.0,0.5,2.0,9.0,0.0,-87.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3815,白,其他,1.5,1.5,5.56,7.08,2015.0,-1.0,兰州,兰州,别克-凯越 2015款 1.5L 手动经典型,别克 凯越 2013款 1.5L 自动尊享型,-1,-1,2016-03-18,2013-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-1.5200000000000005,-0.12025316455696206,0.0,1.0,-1.0,0.5,2.0,4.0,1.0,32.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3816,白,其他,1.5,1.6,5.56,12.84,2015.0,-1.0,兰州,兰州,别克-凯越 2015款 1.5L 手动经典型,别克 凯越 2008款 1.6LX-MT,-1,-1,2016-03-18,2009-11-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,-0.10000000000000007,0.0,-7.28,-0.3956521739130435,0.0,0.0,-1.0,0.5,2.0,8.0,0.0,76.0,0.0,-1.0,2.0,-1.0,1,0,-1,-1,-1,-1,1
3817,金,其他,1.0,1.0,8.17,4.28,2010.0,-1.0,郑州,郑州,五菱汽车-五菱之光 2010款 1.0L基本型,五菱汽车 五菱之光 2013款 1.0L基本型,-1,-1,2012-03-27,2013-10-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,0.0,2.0,3.89,0.3124497991967871,0.0,0.0,-1.0,0.5,2.0,1.0,1.0,-19.0,0.0,-1.0,2.0,-1.0,1,9,-1,-1,-1,-1,1
3818,金,其他,1.0,1.1,8.17,11.42,2010.0,-1.0,郑州,郑州,五菱汽车-五菱之光 2010款 1.0L基本型,五菱汽车 五菱之光 2010款 1.1L新版实用型长车身LXA,-1,-1,2012-03-27,2010-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.10000000000000007,0.0,-3.25,-0.16590096988259315,0.0,0.0,-1.0,0.5,2.0,11.0,0.0,18.0,0.0,-1.0,2.0,0.0,2,9,-1,-1,-1,-1,1
3819,金,其他,1.0,1.0,8.17,6.5,2010.0,-1.0,郑州,郑州,五菱汽车-五菱之光 2010款 1.0L基本型,五菱汽车 五菱之光 2010款 1.0L立业版,-1,-1,2012-03-27,2013-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,1.67,0.1138377641445126,0.0,1.0,-1.0,0.5,2.0,3.0,1.0,-10.0,0.0,-1.0,2.0,0.0,2,9,-1,-1,-1,-1,1
3820,其他,其他,1.0,1.0,9.7,4.28,2010.0,-1.0,许昌,郑州,五菱汽车-五菱之光 2010款 1.0L立业版,五菱汽车 五菱之光 2013款 1.0L基本型,-1,-1,2013-04-03,2013-10-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,0.0,2.0,5.419999999999999,0.3876967095851216,0.0,0.0,-1.0,0.5,0.0,4.0,1.0,-6.0,0.0,-1.0,2.0,-1.0,1,-1,-1,-1,-1,-1,1
3821,其他,其他,1.0,1.1,9.7,11.42,2010.0,-1.0,许昌,郑州,五菱汽车-五菱之光 2010款 1.0L立业版,五菱汽车 五菱之光 2010款 1.1L新版实用型长车身LXA,-1,-1,2013-04-03,2010-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.10000000000000007,0.0,-1.7200000000000006,-0.08143939393939398,1.0,1.0,-1.0,0.5,0.0,12.0,0.0,31.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3822,其他,其他,1.0,1.0,9.7,6.5,2010.0,-1.0,许昌,郑州,五菱汽车-五菱之光 2010款 1.0L立业版,五菱汽车 五菱之光 2010款 1.0L立业版,-1,-1,2013-04-03,2013-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,3.1999999999999997,0.19753086419753085,0.0,0.0,-1.0,0.5,0.0,0.0,2.0,3.0,1.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3823,其他,其他,1.2,1.0,2.41,4.28,2015.0,-1.0,郑州,郑州,五菱汽车-五菱之光 2015款 1.2L实用型LSI,五菱汽车 五菱之光 2013款 1.0L基本型,-1,-1,2017-05-09,2013-10-01,-1.0,-1.0,0.0,0.0,1.0,1.0,-1,-1,-1,MT,0,0.2,0.0,-1.87,-0.2795216741405082,0.0,1.0,-1.0,0.5,2.0,7.0,0.0,43.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3824,白,其他,1.4,1.6,5.1,7.47,2017.0,-1.0,厦门,厦门,大众-朗逸 2017款 230TSI DSG舒适版,大众 朗逸 2011款 1.6L 自动品雅版,-1,-1,2017-05-05,2011-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.20000000000000015,0.0,-2.37,-0.18854415274463007,0.0,0.0,-1.0,0.5,2.0,12.0,0.0,74.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3825,白,其他,1.4,1.6,5.1,13.88,2017.0,-1.0,厦门,厦门,大众-朗逸 2017款 230TSI DSG舒适版,大众 朗逸 2013款 改款经典 1.6L 自动舒适版,-1,-1,2017-05-05,2013-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.20000000000000015,0.0,-8.780000000000001,-0.4625922023182298,0.0,0.0,-1.0,0.5,2.0,11.0,0.0,44.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3826,白,其他,1.6,1.6,2.42,13.88,2015.0,-1.0,厦门,厦门,大众-朗逸 2015款 1.6L 手动风尚版,大众 朗逸 2013款 改款经典 1.6L 自动舒适版,-1,-1,2016-12-23,2013-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-11.46,-0.7030674846625767,0.0,0.0,-1.0,0.5,2.0,8.0,0.0,39.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3827,其他,其他,1.2,1.4,5.56,7.43,2010.0,-1.0,苏州,苏州,雪佛兰-赛欧 2010款 三厢 1.2L 手动温馨版,雪佛兰 赛欧 2013款 三厢 1.4L 手动优逸版,-1,-1,2010-05-06,2012-02-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.2,0.0,-1.87,-0.1439568899153195,0.0,1.0,-1.0,0.5,2.0,4.0,1.0,-21.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3828,其他,其他,1.4,1.4,9.44,7.43,2010.0,-1.0,苏州,苏州,雪佛兰-赛欧 2010款 两厢 1.4L 手动优逸版,雪佛兰 赛欧 2013款 三厢 1.4L 手动优逸版,-1,-1,2010-08-30,2012-02-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,2.01,0.11914641375222287,0.0,0.0,-1.0,0.5,2.0,2.0,1.0,-18.0,0.0,-1.0,2.0,1.0,1,-1,-1,-1,-1,-1,1
3829,金,其他,1.0,1.0,5.26,5.31,2010.0,-1.0,济南,济南,五菱汽车-五菱之光 2010款 1.0L基本型,五菱汽车 五菱之光 2008款 1.0L基本型,-1,-1,2010-04-15,2009-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.049999999999999815,-0.0047303689687795475,1.0,1.0,-1.0,0.5,2.0,2.0,1.0,13.0,0.0,-1.0,2.0,0.0,2,9,-1,-1,-1,-1,1
3830,金,白,1.0,1.2,5.26,12.63,2010.0,-1.0,济南,济南,五菱汽车-五菱之光 2010款 1.0L基本型,五菱汽车 五菱之光 2010款 1.2L新版标准型I短车身LAQ,-1,-1,2010-04-15,2010-11-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.2,0.0,-7.370000000000001,-0.4119619899385132,0.0,0.0,-1.0,0.5,2.0,12.0,0.0,-7.0,0.0,-1.0,2.0,0.0,2,9,0,-1,-1,-1,1
3831,白,白,1.8,1.8,2.68,2.68,2015.0,-1.0,保定,保定,大众-途观 2015款 1.8TSI 自动两驱豪华型,大众 途观 2015款 1.8TSI 自动两驱豪华型,-1,-1,2015-09-14,2015-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,1,0.0,2.0,0.0,0.0,2.0,2.0,-1.0,0.5,2.0,0.0,2.0,0.0,2.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3832,白,白,1.8,1.8,2.68,11.09,2015.0,-1.0,保定,保定,大众-途观 2015款 1.8TSI 自动两驱豪华型,大众 途观 2015款 1.8TSI 自动两驱舒适版,-1,-1,2015-09-14,2015-08-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-8.41,-0.6107480029048656,0.0,0.0,-1.0,0.5,2.0,3.0,1.0,1.0,1.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3833,白,黑,1.8,1.8,2.68,7.49,2015.0,-1.0,保定,保定,大众-途观 2015款 1.8TSI 自动两驱豪华型,大众 途观 2012款 1.8TSI 自动四驱风尚版,-1,-1,2015-09-14,2013-05-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-4.8100000000000005,-0.4729596853490659,0.0,0.0,-1.0,0.5,2.0,5.0,0.0,28.0,0.0,-1.0,2.0,0.0,2,0,7,-1,-1,-1,1
3834,其他,其他,1.6,1.6,11.69,3.67,2008.0,-1.0,北京,北京,别克-凯越 2008款 1.6LE-AT,别克 凯越 2008款 1.6LE-AT,-1,-1,2009-08-31,2010-07-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,0.0,2.0,8.02,0.5221354166666666,0.0,0.0,-1.0,0.5,2.0,0.0,2.0,-11.0,0.0,-1.0,2.0,-1.0,1,-1,-1,-1,-1,-1,1
3835,其他,其他,1.6,1.8,11.69,14.01,2008.0,-1.0,北京,北京,别克-凯越 2008款 1.6LE-AT,别克 凯越 2005款 1.8 手动豪华型,-1,-1,2009-08-31,2007-12-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,-0.2,0.0,-2.3200000000000003,-0.09027237354085604,1.0,0.0,-1.0,0.5,2.0,7.0,0.0,20.0,0.0,-1.0,2.0,-1.0,1,-1,-1,-1,-1,-1,1
3836,其他,黑,1.6,1.5,11.69,7.95,2008.0,-1.0,北京,北京,别克-凯越 2008款 1.6LE-AT,别克 凯越 2013款 1.5L 自动尊享型,-1,-1,2009-08-31,2013-08-01,-1.0,-1.0,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,0.10000000000000007,0.0,3.7399999999999993,0.19042769857433808,0.0,0.0,-1.0,0.5,2.0,8.0,0.0,-48.0,0.0,-1.0,2.0,-2.0,0,-1,7,-1,-1,-1,1
3837,其他,其他,1.6,1.6,11.69,8.21,2008.0,-1.0,北京,北京,别克-凯越 2008款 1.6LE-AT,别克 凯越 2008款 1.6LE-MT,-1,-1,2009-08-31,2009-05-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,3.479999999999998,0.17487437185929644,0.0,0.0,-1.0,0.5,2.0,1.0,1.0,3.0,1.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3838,其他,其他,1.6,1.8,11.69,9.29,2008.0,-1.0,北京,北京,别克-凯越 2008款 1.6LE-AT,别克 凯越 2005款 1.8 手动豪华型,-1,-1,2009-08-31,2007-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.2,0.0,2.4000000000000004,0.11439466158245952,0.0,0.0,-1.0,0.5,2.0,7.0,0.0,23.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3839,银灰,其他,1.6,1.6,9.41,3.67,2005.0,-1.0,北京,北京,别克-凯越 2005款 1.6 自动豪华型,别克 凯越 2008款 1.6LE-AT,-1,-1,2007-11-12,2010-07-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,0.0,2.0,5.74,0.4388379204892967,0.0,0.0,-1.0,0.5,2.0,6.0,0.0,-32.0,0.0,-1.0,2.0,-1.0,1,11,-1,-1,-1,-1,1
3840,银灰,其他,1.6,1.8,9.41,14.01,2005.0,-1.0,北京,北京,别克-凯越 2005款 1.6 自动豪华型,别克 凯越 2005款 1.8 手动豪华型,-1,-1,2007-11-12,2007-12-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,-0.2,0.0,-4.6,-0.19641332194705374,0.0,0.0,-1.0,0.5,2.0,2.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,1,11,-1,-1,-1,-1,1
3841,银灰,黑,1.6,1.5,9.41,7.95,2005.0,-1.0,北京,北京,别克-凯越 2005款 1.6 自动豪华型,别克 凯越 2013款 1.5L 自动尊享型,-1,-1,2007-11-12,2013-08-01,-1.0,-1.0,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,0.10000000000000007,0.0,1.46,0.08410138248847926,1.0,1.0,-1.0,0.5,2.0,6.0,0.0,-69.0,0.0,-1.0,2.0,-2.0,0,11,7,-1,-1,-1,1
3842,银灰,其他,1.6,1.6,9.41,8.21,2005.0,-1.0,北京,北京,别克-凯越 2005款 1.6 自动豪华型,别克 凯越 2008款 1.6LE-MT,-1,-1,2007-11-12,2009-05-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,1.1999999999999993,0.06810442678774116,1.0,1.0,-1.0,0.5,2.0,6.0,0.0,-18.0,0.0,-1.0,2.0,0.0,2,11,-1,-1,-1,-1,1
3843,银灰,其他,1.6,1.8,9.41,9.29,2005.0,-1.0,北京,北京,别克-凯越 2005款 1.6 自动豪华型,别克 凯越 2005款 1.8 手动豪华型,-1,-1,2007-11-12,2007-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.2,0.0,0.12000000000000098,0.006417112299465294,1.0,1.0,-1.0,0.5,2.0,2.0,1.0,2.0,1.0,-1.0,2.0,0.0,2,11,-1,-1,-1,-1,1
3844,白,黑,3.5,3.5,8.28,4.48,2013.0,-1.0,北京,北京,福特-探险者 2013款 3.5L 尊享型,福特 探险者 2013款 3.5L 尊享型,-1,-1,2014-01-16,2014-05-01,-1.0,-1.0,0.0,0.0,2.0,0.0,-1,-1,-1,AT,0,0.0,2.0,3.799999999999999,0.2978056426332288,0.0,0.0,-1.0,0.5,2.0,0.0,2.0,-4.0,0.0,-1.0,2.0,2.0,0,0,7,-1,-1,-1,1
3845,白,白,3.5,3.5,8.28,10.43,2013.0,-1.0,北京,北京,福特-探险者 2013款 3.5L 尊享型,福特 探险者 2013款 3.5L 尊享型,-1,-1,2014-01-16,2013-09-01,-1.0,-1.0,0.0,0.0,2.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-2.1500000000000004,-0.11491181186531267,0.0,0.0,-1.0,0.5,2.0,0.0,2.0,4.0,0.0,-1.0,2.0,2.0,0,0,0,-1,-1,-1,1
3846,白,白,1.5,1.5,2.65,2.65,2016.0,-1.0,重庆,重庆,华泰-圣达菲 2016款 1.5T 汽油手动两驱精英型,华泰 圣达菲 2016款 1.5T 汽油手动两驱精英型,-1,-1,2017-01-11,2017-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,1,0.0,2.0,0.0,0.0,2.0,2.0,-1.0,0.5,2.0,0.0,2.0,0.0,2.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3847,白,其他,1.3,1.5,2.1,4.98,2014.0,-1.0,沈阳,沈阳,铃木-雨燕 2014款 1.3L 手动标准型,铃木 雨燕 2015款 1.5L 自动限定版,-1,-1,2015-10-15,2015-06-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.2,0.0,-2.8800000000000003,-0.4067796610169492,0.0,0.0,-1.0,0.5,2.0,6.0,0.0,4.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3848,白,其他,1.3,1.5,2.1,1.68,2014.0,-1.0,沈阳,沈阳,铃木-雨燕 2014款 1.3L 手动标准型,铃木 雨燕 2016款 1.5L 自动时尚型酷玩版,-1,-1,2015-10-15,2017-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.2,0.0,0.42000000000000015,0.11111111111111116,0.0,1.0,-1.0,0.5,2.0,8.0,0.0,-17.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3849,其他,其他,1.5,1.5,1.25,4.98,2013.0,-1.0,沈阳,沈阳,铃木-雨燕 2013款 1.5L 自动20周年限量版,铃木 雨燕 2015款 1.5L 自动限定版,-1,-1,2016-09-29,2015-06-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-3.73,-0.5987158908507223,0.0,0.0,-1.0,0.5,2.0,6.0,0.0,15.0,0.0,-1.0,2.0,1.0,1,-1,-1,-1,-1,-1,1
3850,其他,其他,1.5,1.5,1.25,1.68,2013.0,-1.0,沈阳,沈阳,铃木-雨燕 2013款 1.5L 自动20周年限量版,铃木 雨燕 2016款 1.5L 自动时尚型酷玩版,-1,-1,2016-09-29,2017-03-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-0.43,-0.14675767918088736,0.0,1.0,-1.0,0.5,2.0,7.0,0.0,-6.0,0.0,-1.0,2.0,1.0,1,-1,-1,-1,-1,-1,1
