c_price,max_price,min_price,dealer_price,car_model,fuel_type,register_city,model_generation,is_electric_skylight,is_panoramic_sunroof,far_beam,dipped_headlight,new_car_price,transfer_times,price,target,model_id,register_date,deal_date,gear_num,province,used_ages,bumper_change,bumper_chromatic,bumper_flaw,bumper_metal,bumper_spray,car_box_type,car_height,car_length,car_level,car_width,chromatic_num,color,deal_city,deal_time_quarter,displacement,door_change,door_chromatic,door_flaw,door_metal,door_spray,drive_mode,driving_seat_abnormal,driving_seat_abrasion,driving_seat_blister,driving_seat_damage,driving_seat_disassembly,driving_seat_flaw,driving_seat_smudginess,edition,emission,engine_intake_form,fender_change,fender_chromatic,fender_flaw,fender_metal,fender_spray,front_light_change,front_light_damage,front_light_flaw,gdp_level,gearbox_type,manufacturer,max_horse_power,metal_num,mileage,model_age,model_brand,model_series,model_year,pillar_change,pillar_chromatic,pillar_flaw,pillar_metal,pillar_spray,power_displacement_cartesian,region,seat_flaw,spray_num,steering_wheel_flaw,tire_flaw,transmission,transmission_case,trunk_change,trunk_chromatic,trunk_flaw,trunk_injury,trunk_metal,trunk_spray,change_num,used_months,engine_vehicle_launch_flawnum,engine_valve_chamber_cover_flawnum,engine_cistern_flawnum,engine_accumulator_flawnum,engine_steering_mast_flawnum,engine_room_line_sediment_flawnum,engine_brake_level_flawnum,engine_oil_flawnum,engine_cylinder_removalnum,engine_defectnum,engine_flawnum,engine_harness_changenum,engine_harness_sootingnum,engine_harness_carbonizationnum,engine_harness_flawnum,engine_firewall_bulkhead_changenum,engine_firewall_bulkhead_sootingnum,engine_firewall_bulkhead_carbonizationnum,engine_firewall_bulkhead_blisters_tracesnum,engine_firewall_bulkheadd_flawnum,engine_gearbox_flawnum,engine_removable_tank_framework_flawnum,engine_non_removable_tank_framework_changenum,engine_non_removable_framework_defectnum,engine_non_removable_framework_flawnum,bottom_bigside_flawnum,bottom_bigside_changenum,bottom_bigside_metalnum,bottom_bigside_spraynum,bottom_bigside_chromaticnum,bottom_bigside_weldnum,bottom_bigside_injurynum,bottom_bigside_injury_sagnum,bottom_bigside_injury_scratchnum,bottom_bigside_injury_brokennum,bottom_bigside_injury_scarsnum,bottom_bigside_injury_cracknum,bottom_bigside_repairnum,id
-1.0,32.6,31.0,31.73,宝马5系 2017款 525li 豪华设计套装,汽油,佛山,1,1,0,氙气,氙气,49.96,0,33.0,,23513,2016-09-09,,8,广东,2,0,0,1,0,1,三厢,1.49,5.06,中大型车,1.86,0,白,广州,4,2.0,0,0,6,2,4,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,0,4,0,4,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,2,3.28,1,宝马,宝马5系,2017,0,0,0,0,0,7_2.0,华南,0,7,0,0,自动,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42203
18.56,20.9,19.6,19.47,宝马5系 2012款 523li 领先型,汽油,上海,1,1,0,-1,氙气,45.96,0,21.0,19.68,12603,2012-08-09,2018-09-22,8,上海,7,0,0,2,0,2,三厢,1.47,5.04,中大型车,1.86,0,灰,上海,4,2.5,0,0,0,0,0,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,1,0,1,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,0,5.45,6,宝马,宝马5系,2012,0,0,0,0,0,7_2.5,华东,0,4,0,4,自动,8,0,0,0,0,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42272
23.94,27.5,26.1,26.01,宝马5系 2014款 520li 典雅型,汽油,天津,1,1,0,氙气,氙气,43.56,0,28.0,,9798,2015-12-16,,8,天津,3,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,金,天津,4,2.0,0,0,3,0,3,后驱,0,0,0,0,0,0,0,典雅,5,涡轮增压,0,0,2,0,2,0,0,0,1,手自一体变速箱(AT),华晨宝马,6,0,7.75,4,宝马,宝马5系,2014,0,0,1,0,1,6_2.0,华北,0,7,0,0,自动,8,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42341
28.5,32.4,30.9,32.07,宝马5系 2017款 525li 豪华设计套装,汽油,唐山,1,1,0,氙气,氙气,49.96,0,34.0,,23513,2016-11-04,,8,河北,2,1,0,1,0,0,三厢,1.49,5.06,中大型车,1.86,0,白,唐山,4,2.0,0,0,1,0,1,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,0,2,1,1,1,0,1,3,手自一体变速箱(AT),华晨宝马,7,1,4.35,1,宝马,宝马5系,2017,0,0,0,0,0,7_2.0,华北,0,2,0,0,自动,8,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42530
-1.0,33.6,32.2,33.95,宝马5系 2017款 525li 豪华设计套装,汽油,天津,1,1,0,氙气,氙气,49.96,0,37.0,,23513,2017-01-04,,8,天津,2,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,棕,天津,4,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,0,2,0,2,0,0,0,1,手自一体变速箱(AT),华晨宝马,7,0,2.56,1,宝马,宝马5系,2017,0,0,0,0,0,7_2.0,华北,0,7,0,0,自动,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42547
-1.0,26.1,24.7,24.76,宝马5系 2014款 520li 典雅型,汽油,深圳,1,1,0,氙气,氙气,43.56,1,28.5,,9798,2014-09-25,,8,广东,4,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,白,深圳,4,2.0,0,0,0,0,0,后驱,0,1,0,0,0,1,0,典雅,4,涡轮增压,0,0,2,0,2,0,0,0,0,手自一体变速箱(AT),华晨宝马,6,0,4.36,4,宝马,宝马5系,2014,0,0,0,0,0,6_2.0,华南,1,4,0,0,自动,8,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42566
24.15,21.9,20.7,26.21,宝马5系 2013款 530li 领先型,汽油,贵阳,1,1,0,-1,氙气,55.96,0,24.0,,9813,2013-08-20,,8,贵州,6,0,0,2,0,2,三厢,1.49,5.04,中大型车,1.86,0,金,贵阳,4,3.0,0,0,6,2,4,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,6,2,4,1,0,1,2,手自一体变速箱(AT),华晨宝马,9,4,8.24,5,宝马,宝马5系,2013,0,0,0,0,0,9_3.0,西南,0,7,0,0,自动,8,0,0,1,0,0,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42602
27.15,28.8,27.4,28.86,宝马5系 2014款 525li 豪华设计套装,汽油,武汉,1,1,0,氙气,氙气,49.96,0,30.1,28.5,9800,2016-06-03,2018-12-01,8,湖北,3,0,0,0,0,0,三厢,1.49,5.06,中大型车,1.86,0,灰,武汉,5,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,0,0,0,0,0,0,0,1,手自一体变速箱(AT),华晨宝马,7,0,8.66,4,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华中,0,2,0,0,自动,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42614
16.49,20.2,18.9,18.58,宝马5系 2011款 523li 豪华型,汽油,河源,1,1,0,-1,氙气,48.96,1,17.86,17.86,9830,2011-08-11,2018-09-12,8,广东,8,1,0,3,0,2,三厢,1.47,5.04,中大型车,1.86,0,灰,深圳,4,2.5,0,0,5,1,4,后驱,0,0,0,0,0,0,0,豪华,4,自然吸气,0,0,4,1,3,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,2,11.19,7,宝马,宝马5系,2011,0,0,0,0,0,7_2.5,华南,0,7,0,0,自动,8,0,0,1,0,0,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42664
-1.0,22.1,20.9,27.09,宝马5系 2014款 530li 领先型,汽油,无锡,1,1,0,-1,氙气,56.66,0,28.0,22.88,9802,2013-12-17,2018-09-04,8,江苏,5,0,0,2,0,2,三厢,1.49,5.05,中大型车,1.86,0,金,无锡,4,3.0,0,0,3,0,3,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,4,1,3,0,0,0,2,手自一体变速箱(AT),华晨宝马,9,1,9.87,4,宝马,宝马5系,2014,0,0,1,0,1,9_3.0,华东,0,7,0,0,自动,8,0,0,0,0,0,0,0,57,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42738
21.84,21.8,20.6,22.97,宝马5系 2013款 525li 豪华型,汽油,鞍山,1,1,0,-1,氙气,49.46,0,24.98,,9811,2013-01-28,,8,辽宁,6,0,0,3,1,2,三厢,1.49,5.04,中大型车,1.86,0,白,鞍山,4,2.0,0,0,6,2,4,后驱,0,0,0,0,0,0,0,豪华,4,涡轮增压,1,0,4,0,3,0,0,0,3,手自一体变速箱(AT),华晨宝马,7,3,5.31,5,宝马,宝马5系,2013,0,0,0,0,0,7_2.0,东北,0,7,0,0,自动,8,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42751
16.63,19.8,18.5,18.57,宝马5系 2011款 528li 领先型,汽油,金华,1,1,0,-1,氙气,55.06,0,23.0,,9831,2011-05-25,,8,浙江,8,0,0,1,0,1,三厢,1.47,5.04,中大型车,1.86,0,棕,杭州,4,3.0,0,0,3,1,2,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,1,0,3,1,1,0,0,0,1,手自一体变速箱(AT),华晨宝马,9,3,11.17,7,宝马,宝马5系,2011,0,0,0,0,0,9_3.0,华东,0,5,0,0,自动,8,0,0,0,0,0,0,1,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,42794
18.45,20.5,19.3,19.36,宝马5系 2012款 523li 领先型,汽油,盐城,1,1,0,-1,氙气,45.96,1,23.3,,12603,2012-08-25,,8,江苏,7,1,0,3,0,2,三厢,1.47,5.04,中大型车,1.86,0,白,盐城,4,2.5,0,0,4,1,3,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,5,1,4,0,0,0,3,手自一体变速箱(AT),华晨宝马,7,2,14.83,6,宝马,宝马5系,2012,0,0,0,0,0,7_2.5,华东,0,7,0,0,自动,8,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42797
24.86,25.5,24.1,24.36,宝马5系 2014款 520li 典雅型,汽油,深圳,1,1,0,氙气,氙气,43.56,0,26.0,,9798,2014-06-25,,8,广东,5,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,白,深圳,4,2.0,0,0,0,0,0,后驱,0,0,0,0,0,0,0,典雅,4,涡轮增压,0,0,0,0,0,0,0,0,0,手自一体变速箱(AT),华晨宝马,6,0,9.82,4,宝马,宝马5系,2014,0,0,0,0,0,6_2.0,华南,0,2,0,0,自动,8,0,0,0,0,0,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42891
-1.0,31.0,29.6,30.91,宝马5系 2017款 525li 领先型,汽油,威海,1,1,0,氙气,氙气,46.66,0,33.0,,23512,2016-10-24,,8,山东,2,1,0,1,0,0,三厢,1.49,5.06,中大型车,1.86,0,金,威海,4,2.0,0,0,1,0,1,后驱,0,0,0,0,0,0,0,领先,5,涡轮增压,0,0,1,0,1,0,0,0,3,手自一体变速箱(AT),华晨宝马,7,0,2.19,1,宝马,宝马5系,2017,0,0,0,0,0,7_2.0,华东,0,2,0,0,自动,8,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42934
27.25,29.9,28.4,28.29,宝马5系 2014款 525li 豪华设计套装,汽油,成都,1,1,0,氙气,氙气,49.96,1,29.5,,9800,2015-02-03,,8,四川,4,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,金,成都,5,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,豪华,4,涡轮增压,0,0,1,0,1,0,0,0,1,手自一体变速箱(AT),华晨宝马,7,0,3.21,4,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,西南,0,5,0,0,自动,8,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42942
19.03,19.3,18.2,20.27,宝马5系 2012款 523li 豪华型,汽油,沈阳,1,1,0,-1,氙气,49.46,0,24.0,,12604,2012-04-06,,8,辽宁,7,1,0,2,0,1,三厢,1.47,5.04,中大型车,1.86,0,白,沈阳,4,2.5,0,0,1,1,0,后驱,0,0,0,0,0,0,0,豪华,4,自然吸气,0,0,2,0,2,0,0,0,1,手自一体变速箱(AT),华晨宝马,7,1,7.31,6,宝马,宝马5系,2012,0,0,1,0,1,7_2.5,东北,0,4,0,0,自动,8,0,0,0,0,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42948
19.87,23.5,22.2,21.9,宝马5系 2013款 525li 领先型,汽油,上海,1,1,0,-1,氙气,45.96,0,23.0,,9810,2013-06-28,,8,上海,6,1,0,3,0,2,三厢,1.49,5.04,中大型车,1.86,0,棕,上海,4,2.0,1,0,5,1,3,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,1,0,1,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,1,8.12,5,宝马,宝马5系,2013,0,0,0,0,0,7_2.0,华东,0,6,0,0,自动,8,0,0,0,0,0,0,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43036
25.07,27.8,26.4,26.35,宝马5系 2014款 525li 豪华设计套装,汽油,东莞,1,1,0,氙气,氙气,49.96,1,28.2,,9800,2014-01-08,,8,广东,5,1,0,3,0,2,三厢,1.49,5.06,中大型车,1.86,0,白,东莞,4,2.0,1,0,5,0,4,后驱,0,0,0,0,0,0,0,豪华,4,涡轮增压,0,0,4,2,2,1,0,1,1,手自一体变速箱(AT),华晨宝马,7,2,11.6,4,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华南,0,7,0,0,自动,8,0,0,0,0,0,0,2,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43049
27.62,30.5,29.0,29.03,宝马5系 2014款 525li 豪华设计套装,汽油,淮安,1,1,0,氙气,氙气,49.96,0,30.0,,9800,2015-07-10,,8,江苏,4,0,2,2,0,0,三厢,1.49,5.06,中大型车,1.86,4,白,淮安,4,2.0,0,1,1,0,0,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,1,1,0,0,0,0,0,3,手自一体变速箱(AT),华晨宝马,7,0,6.69,4,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华东,0,0,0,1,自动,8,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43098
31.91,32.4,30.9,31.91,宝马5系 2017款 525li 豪华设计套装,汽油,西安,1,1,0,氙气,氙气,49.96,0,35.0,,23513,2016-10-09,,8,陕西,2,0,0,1,0,1,三厢,1.49,5.06,中大型车,1.86,0,白,西安,4,2.0,0,0,0,0,0,后驱,0,0,0,0,0,0,0,豪华,4,涡轮增压,0,0,0,0,0,0,0,0,1,手自一体变速箱(AT),华晨宝马,7,0,3.15,1,宝马,宝马5系,2017,0,0,0,0,0,7_2.0,西北,0,1,0,0,自动,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,43128
-1.0,19.2,18.0,18.12,宝马5系 2012款 520li 典雅型,汽油,东莞,1,1,0,-1,氙气,42.86,1,19.0,18.3,12602,2012-09-19,2018-09-08,8,广东,6,1,0,3,0,2,三厢,1.47,5.04,中大型车,1.86,0,棕,深圳,4,2.5,0,0,2,1,1,后驱,0,0,0,0,0,0,0,典雅,4,自然吸气,0,0,6,3,3,0,0,0,0,手自一体变速箱(AT),华晨宝马,5,4,17.75,6,宝马,宝马5系,2012,0,0,0,0,0,5_2.5,华南,0,7,0,0,自动,8,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43132
27.49,32.1,30.7,31.93,宝马5系 2014款 525li 豪华设计套装,汽油,保定,1,1,0,氙气,氙气,49.96,0,35.2,,9800,2016-07-15,,8,河北,3,0,0,1,0,1,三厢,1.49,5.06,中大型车,1.86,0,黑,保定,4,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,0,4,2,2,0,0,0,3,手自一体变速箱(AT),华晨宝马,7,2,1.92,4,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华北,0,5,0,0,自动,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43143
27.8,27.6,26.3,30.42,宝马5系 2017款 525li 领先型,汽油,金华,1,1,0,氙气,氙气,46.66,0,31.5,,23512,2016-11-22,,8,浙江,2,1,0,2,0,1,三厢,1.49,5.06,中大型车,1.86,0,黑,金华,4,2.0,0,0,4,2,2,后驱,0,0,0,0,0,0,0,领先,5,涡轮增压,0,0,4,2,2,0,0,0,2,手自一体变速箱(AT),华晨宝马,7,4,3.8,1,宝马,宝马5系,2017,0,0,0,0,0,7_2.0,华东,0,5,0,0,自动,8,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43167
-1.0,29.8,28.3,29.01,宝马5系 2014款 528li 领先型,汽油,南通,1,1,0,氙气(选装LED),氙气(选装LED),55.06,0,32.08,,14378,2015-06-03,,8,江苏,4,1,0,1,0,0,三厢,1.49,5.06,中大型车,1.86,0,黑,南通,4,2.0,0,0,1,0,1,后驱,0,0,0,0,0,0,0,领先,5,涡轮增压,1,0,2,0,1,0,0,0,2,手自一体变速箱(AT),华晨宝马,9,0,1.61,4,宝马,宝马5系,2014,0,0,0,0,0,9_2.0,华东,0,2,0,0,自动,8,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43275
25.82,28.4,27.0,26.22,宝马5系 2014款 520li 典雅型,汽油,沈阳,1,1,0,氙气,氙气,43.56,0,27.0,,9798,2015-08-04,,8,辽宁,4,0,0,1,0,1,三厢,1.49,5.06,中大型车,1.86,0,白,沈阳,4,2.0,0,0,1,0,1,后驱,0,0,0,0,0,0,0,典雅,4,涡轮增压,0,0,2,1,1,0,0,0,1,手自一体变速箱(AT),华晨宝马,6,1,5.29,4,宝马,宝马5系,2014,0,0,1,0,1,6_2.0,东北,0,4,0,0,自动,8,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43282
16.54,18.9,17.7,17.3,宝马5系 2011款 523li 豪华型,汽油,包头,1,1,0,-1,氙气,48.96,0,19.48,,9830,2011-01-07,,8,内蒙古,8,1,0,3,0,2,三厢,1.47,5.04,中大型车,1.86,0,棕,包头,4,2.5,0,0,0,0,0,后驱,0,0,0,0,0,0,0,豪华,4,自然吸气,0,0,3,1,2,0,0,0,3,手自一体变速箱(AT),华晨宝马,7,1,9.33,7,宝马,宝马5系,2011,0,0,0,0,0,7_2.5,华北,0,5,0,0,自动,8,0,0,1,0,0,1,1,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43451
24.62,27.5,26.2,26.74,宝马5系 2014款 520li 典雅型,汽油,苏州,1,1,0,氙气,氙气,43.56,0,25.88,,9798,2015-11-12,,8,江苏,3,1,0,2,0,1,三厢,1.49,5.06,中大型车,1.86,0,黑,苏州,4,2.0,0,0,3,0,3,后驱,0,0,0,0,0,0,0,典雅,5,涡轮增压,1,0,3,0,2,1,0,1,1,手自一体变速箱(AT),华晨宝马,6,0,6.5,4,宝马,宝马5系,2014,0,0,0,0,0,6_2.0,华东,0,7,0,0,自动,8,0,0,1,0,0,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43584
24.73,27.5,26.0,27.25,宝马5系 2014款 528li 领先型,汽油,南京,1,1,0,氙气(选装LED),氙气(选装LED),55.06,1,28.5,,14378,2014-11-07,,8,江苏,4,1,0,3,0,2,三厢,1.49,5.06,中大型车,1.86,0,棕,南京,4,2.0,0,0,5,1,4,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,4,1,3,0,0,0,1,手自一体变速箱(AT),华晨宝马,9,2,5.09,4,宝马,宝马5系,2014,0,0,0,0,0,9_2.0,华东,0,7,0,0,自动,8,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43666
15.73,18.7,17.5,17.65,宝马5系 2011款 523li 领先型,汽油,无锡,1,1,0,-1,氙气,44.96,0,19.5,,9829,2011-04-21,,8,江苏,8,1,0,3,0,2,三厢,1.47,5.04,中大型车,1.86,0,黑,无锡,4,2.5,0,0,2,0,2,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,2,0,2,1,0,1,2,手自一体变速箱(AT),华晨宝马,7,0,11.35,7,宝马,宝马5系,2011,0,0,0,0,0,7_2.5,华东,0,6,0,0,自动,8,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43722
10.21,11.4,10.6,10.51,宝马5系 2010款 523li 标准型,汽油,广州,2,1,0,-1,氙气,43.36,0,12.0,,9821,2010-07-12,,6,广东,9,0,0,0,0,0,三厢,1.48,4.98,中大型车,1.85,0,白,广州,4,2.5,0,0,2,0,2,后驱,0,0,0,0,0,0,0,标准,4,自然吸气,0,0,2,1,1,0,0,0,0,手自一体变速箱(AT),华晨宝马,5,1,13.74,8,宝马,宝马5系,2010,0,0,0,0,0,5_2.5,华南,0,4,0,0,自动,6,0,0,1,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43744
-1.0,19.6,18.4,18.48,宝马5系 2011款 520li 典雅型,汽油,赣州,1,1,0,-1,-1,41.86,1,25.0,,9828,2011-07-28,,8,江西,8,0,0,2,0,2,三厢,1.47,5.04,中大型车,1.86,0,白,赣州,4,2.5,0,0,3,1,2,后驱,0,0,0,0,0,0,0,典雅,4,自然吸气,0,0,2,1,1,0,0,0,3,手自一体变速箱(AT),华晨宝马,5,2,8.1,7,宝马,宝马5系,2011,0,0,0,0,0,5_2.5,华中,0,5,0,0,自动,8,0,0,0,0,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43806
19.4,20.2,19.1,20.6,宝马5系 2013款 520li 典雅型,汽油,重庆,1,1,0,-1,氙气,42.86,0,23.8,,9809,2013-03-28,,8,重庆,6,0,0,2,0,2,三厢,1.49,5.04,中大型车,1.86,0,棕,重庆,4,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,典雅,4,涡轮增压,0,0,1,0,1,0,0,0,1,手自一体变速箱(AT),华晨宝马,6,0,9.36,5,宝马,宝马5系,2013,0,0,0,0,0,6_2.0,西南,0,5,0,0,自动,8,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43843
26.0,30.0,28.5,28.57,宝马5系 2014款 525li 豪华设计套装,汽油,苏州,1,1,0,氙气,氙气,49.96,0,31.0,,9800,2015-01-26,,8,江苏,4,1,0,3,0,2,三厢,1.49,5.06,中大型车,1.86,0,黑,苏州,4,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,0,4,2,2,1,0,1,1,手自一体变速箱(AT),华晨宝马,7,2,6.51,4,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华东,0,7,0,0,自动,8,0,0,0,0,0,0,1,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,44000
15.68,19.3,18.0,18.13,宝马5系 2012款 523li 领先型,汽油,厦门,1,1,0,-1,氙气,45.96,3,19.4,,12603,2011-12-19,,8,福建,7,1,0,2,0,1,三厢,1.47,5.04,中大型车,1.86,0,棕,厦门,4,2.5,0,0,6,2,4,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,6,2,4,2,0,2,2,手自一体变速箱(AT),华晨宝马,7,4,12.77,6,宝马,宝马5系,2012,0,0,0,0,0,7_2.5,华南,0,7,0,0,自动,8,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44106
